"time","well","OD600","G","R","column","dilution","species","condition"
3.00000555555556,"D12",0.2265,4844,16436,12,"10^-7","Bs","Bs 10^-7"
3.00000555555556,"E1",0.2897,5282,16141,1,"10^-1","Pp","Pp 10^-1"
3.00000555555556,"E2",0.2452,4886,16273,2,"10^-2","Pp","Pp 10^-2"
3.00000555555556,"E3",0.2557,4876,16320,3,"10^-3","Pp","Pp 10^-3"
3.00000555555556,"E4",0.2519,4932,16314,4,"10^-4","Pp","Pp 10^-4"
3.00000555555556,"E5",0.269,4660,15882,5,"10^-5","Pp","Pp 10^-5"
3.00000555555556,"E6",0.2413,4879,16317,6,"10^-6","Pp","Pp 10^-6"
3.00000555555556,"E7",0.2388,4895,16549,7,"10^-2","Bs","Bs 10^-2"
3.00000555555556,"E8",0.3333,4678,17554,8,"10^-3","Bs","Bs 10^-3"
3.00000555555556,"E9",0.368,4219,14335,9,"10^-4","Bs","Bs 10^-4"
3.00000555555556,"E10",0.4868,3487,12186,10,"10^-5","Bs","Bs 10^-5"
3.00000555555556,"E11",0.2393,4884,16208,11,"10^-6","Bs","Bs 10^-6"
3.00000555555556,"E12",0.2269,4855,16192,12,"10^-7","Bs","Bs 10^-7"
3.00000555555556,"F1",0.3161,5103,15806,1,"10^-1","Pp","Pp 10^-1"
3.00000555555556,"F2",0.2577,4906,16271,2,"10^-2","Pp","Pp 10^-2"
3.00000555555556,"F3",0.2517,4880,16496,3,"10^-3","Pp","Pp 10^-3"
3.00000555555556,"F4",0.2674,4824,16333,4,"10^-4","Pp","Pp 10^-4"
3.00000555555556,"F5",0.2508,4847,16302,5,"10^-5","Pp","Pp 10^-5"
3.00000555555556,"F6",0.2397,4836,16181,6,"10^-6","Pp","Pp 10^-6"
3.00000555555556,"F7",0.247,4867,16541,7,"10^-2","Bs","Bs 10^-2"
3.00000555555556,"F8",0.3074,4776,17814,8,"10^-3","Bs","Bs 10^-3"
3.00000555555556,"F9",0.2428,4743,16022,9,"10^-4","Bs","Bs 10^-4"
3.00000555555556,"F10",0.4031,3889,13209,10,"10^-5","Bs","Bs 10^-5"
3.00000555555556,"F11",0.5547,3334,11496,11,"10^-6","Bs","Bs 10^-6"
3.00000555555556,"F12",0.2279,4822,16205,12,"10^-7","Bs","Bs 10^-7"
3.00000555555556,"G1",0.2792,5293,16343,1,"10^-1","Pp","Pp 10^-1"
3.00000555555556,"G2",0.2385,4850,16441,2,"10^-2","Pp","Pp 10^-2"
3.00000555555556,"G3",0.2324,4789,16307,3,"10^-3","Pp","Pp 10^-3"
3.00000555555556,"G4",0.2341,4801,16502,4,"10^-4","Pp","Pp 10^-4"
3.00000555555556,"G5",0.2403,4858,16388,5,"10^-5","Pp","Pp 10^-5"
3.00000555555556,"G6",0.2296,4821,16194,6,"10^-6","Pp","Pp 10^-6"
3.00000555555556,"G7",0.2291,4763,16291,7,"10^-2","Bs","Bs 10^-2"
3.00000555555556,"G8",0.3115,4714,18140,8,"10^-3","Bs","Bs 10^-3"
3.00000555555556,"G9",0.2294,4806,16607,9,"10^-4","Bs","Bs 10^-4"
3.00000555555556,"G10",0.228,4770,16283,10,"10^-5","Bs","Bs 10^-5"
3.00000555555556,"G11",0.2239,4770,16171,11,"10^-6","Bs","Bs 10^-6"
3.00000555555556,"G12",0.2251,4780,16177,12,"10^-7","Bs","Bs 10^-7"
3.00000555555556,"H1",0.2772,5206,16324,1,"10^-1","Pp","Pp 10^-1"
3.00000555555556,"H2",0.226,4868,16393,2,"10^-2","Pp","Pp 10^-2"
3.00000555555556,"H3",0.2227,4809,16252,3,"10^-3","Pp","Pp 10^-3"
3.00000555555556,"H4",0.2243,4854,16243,4,"10^-4","Pp","Pp 10^-4"
3.00000555555556,"H5",0.2226,4794,16154,5,"10^-5","Pp","Pp 10^-5"
3.00000555555556,"H6",0.2272,4827,16226,6,"10^-6","Pp","Pp 10^-6"
3.00000555555556,"H7",0.2319,4785,16453,7,"10^-2","Bs","Bs 10^-2"
3.00000555555556,"H8",0.2912,4731,17874,8,"10^-3","Bs","Bs 10^-3"
3.00000555555556,"H9",0.2277,4774,16188,9,"10^-4","Bs","Bs 10^-4"
3.00000555555556,"H10",0.2226,4806,16024,10,"10^-5","Bs","Bs 10^-5"
3.00000555555556,"H11",0.2243,4772,16068,11,"10^-6","Bs","Bs 10^-6"
3.00000555555556,"H12",0.2253,4817,16192,12,"10^-7","Bs","Bs 10^-7"
4.00001,"A1",0.3409,5457,16046,1,"10^-1","Pp","Pp 10^-1"
4.00001,"A2",0.2253,4919,16345,2,"10^-2","Pp","Pp 10^-2"
4.00001,"A3",0.2252,4958,16330,3,"10^-3","Pp","Pp 10^-3"
4.00001,"A4",0.2245,4935,16534,4,"10^-4","Pp","Pp 10^-4"
4.00001,"A5",0.2245,4923,16309,5,"10^-5","Pp","Pp 10^-5"
4.00001,"A6",0.2209,4853,16089,6,"10^-6","Pp","Pp 10^-6"
4.00001,"A7",0.2317,4857,16358,7,"10^-2","Bs","Bs 10^-2"
4.00001,"A8",0.3207,4715,18325,8,"10^-3","Bs","Bs 10^-3"
4.00001,"A9",0.2253,4891,16251,9,"10^-4","Bs","Bs 10^-4"
4.00001,"A10",0.2278,4922,16422,10,"10^-5","Bs","Bs 10^-5"
4.00001,"A11",0.2246,4922,16480,11,"10^-6","Bs","Bs 10^-6"
4.00001,"A12",0.2286,4935,16299,12,"10^-7","Bs","Bs 10^-7"
4.00001,"B1",0.3542,5492,16269,1,"10^-1","Pp","Pp 10^-1"
4.00001,"B2",0.2567,4991,16456,2,"10^-2","Pp","Pp 10^-2"
4.00001,"B3",0.2516,4933,16490,3,"10^-3","Pp","Pp 10^-3"
4.00001,"B4",0.2501,4969,16442,4,"10^-4","Pp","Pp 10^-4"
4.00001,"B5",0.2469,4918,16354,5,"10^-5","Pp","Pp 10^-5"
4.00001,"B6",0.2237,4915,16359,6,"10^-6","Pp","Pp 10^-6"
4.00001,"B7",0.2393,4922,16537,7,"10^-2","Bs","Bs 10^-2"
4.00001,"B8",0.3193,4762,18551,8,"10^-3","Bs","Bs 10^-3"
4.00001,"B9",0.2301,4890,16346,9,"10^-4","Bs","Bs 10^-4"
4.00001,"B10",0.2263,4887,16385,10,"10^-5","Bs","Bs 10^-5"
4.00001,"B11",0.2273,4896,16355,11,"10^-6","Bs","Bs 10^-6"
4.00001,"B12",0.2248,4911,16301,12,"10^-7","Bs","Bs 10^-7"
4.00001,"C1",0.3609,5392,16023,1,"10^-1","Pp","Pp 10^-1"
4.00001,"C2",0.2686,4982,16213,2,"10^-2","Pp","Pp 10^-2"
4.00001,"C3",0.2639,4914,16215,3,"10^-3","Pp","Pp 10^-3"
4.00001,"C4",0.2374,4939,16333,4,"10^-4","Pp","Pp 10^-4"
4.00001,"C5",0.2446,4968,16449,5,"10^-5","Pp","Pp 10^-5"
4.00001,"C6",0.243,4943,16398,6,"10^-6","Pp","Pp 10^-6"
4.00001,"C7",0.2389,4866,16519,7,"10^-2","Bs","Bs 10^-2"
4.00001,"C8",0.3149,4788,18235,8,"10^-3","Bs","Bs 10^-3"
4.00001,"C9",0.2274,4862,16375,9,"10^-4","Bs","Bs 10^-4"
4.00001,"C10",0.231,4936,16447,10,"10^-5","Bs","Bs 10^-5"
4.00001,"C11",0.2323,4919,16330,11,"10^-6","Bs","Bs 10^-6"
4.00001,"C12",0.2271,4907,16309,12,"10^-7","Bs","Bs 10^-7"
4.00001,"D1",0.356,5499,16203,1,"10^-1","Pp","Pp 10^-1"
4.00001,"D2",0.271,5007,16372,2,"10^-2","Pp","Pp 10^-2"
4.00001,"D3",0.275,4920,16387,3,"10^-3","Pp","Pp 10^-3"
4.00001,"D4",0.3211,4884,16174,4,"10^-4","Pp","Pp 10^-4"
4.00001,"D5",0.2435,4965,16383,5,"10^-5","Pp","Pp 10^-5"
4.00001,"D6",0.2535,4905,16420,6,"10^-6","Pp","Pp 10^-6"
4.00001,"D7",0.3439,4289,14592,7,"10^-2","Bs","Bs 10^-2"
4.00001,"D8",0.3149,4753,18705,8,"10^-3","Bs","Bs 10^-3"
4.00001,"D9",0.2262,4928,16351,9,"10^-4","Bs","Bs 10^-4"
4.00001,"D10",0.2264,4910,16324,10,"10^-5","Bs","Bs 10^-5"
4.00001,"D11",0.224,4880,16368,11,"10^-6","Bs","Bs 10^-6"
4.00001,"D12",0.2258,4907,16305,12,"10^-7","Bs","Bs 10^-7"
4.00001,"E1",0.3545,5451,16133,1,"10^-1","Pp","Pp 10^-1"
4.00001,"E2",0.2565,5002,16197,2,"10^-2","Pp","Pp 10^-2"
4.00001,"E3",0.264,4926,16343,3,"10^-3","Pp","Pp 10^-3"
4.00001,"E4",0.2589,4970,16283,4,"10^-4","Pp","Pp 10^-4"
4.00001,"E5",0.2751,4720,15919,5,"10^-5","Pp","Pp 10^-5"
4.00001,"E6",0.2484,4945,16513,6,"10^-6","Pp","Pp 10^-6"
4.00001,"E7",0.2447,4933,16751,7,"10^-2","Bs","Bs 10^-2"
4.00001,"E8",0.3452,4695,18267,8,"10^-3","Bs","Bs 10^-3"
4.00001,"E9",0.3649,4225,14481,9,"10^-4","Bs","Bs 10^-4"
4.00001,"E10",0.4877,3528,12162,10,"10^-5","Bs","Bs 10^-5"
4.00001,"E11",0.2351,4867,16290,11,"10^-6","Bs","Bs 10^-6"
4.00001,"E12",0.2262,4872,16299,12,"10^-7","Bs","Bs 10^-7"
4.00001,"F1",0.3858,5346,15662,1,"10^-1","Pp","Pp 10^-1"
4.00001,"F2",0.2703,4952,16394,2,"10^-2","Pp","Pp 10^-2"
4.00001,"F3",0.2626,4971,16492,3,"10^-3","Pp","Pp 10^-3"
4.00001,"F4",0.2752,4939,16272,4,"10^-4","Pp","Pp 10^-4"
4.00001,"F5",0.2616,4928,16256,5,"10^-5","Pp","Pp 10^-5"
4.00001,"F6",0.2449,4884,16315,6,"10^-6","Pp","Pp 10^-6"
4.00001,"F7",0.2542,4897,16655,7,"10^-2","Bs","Bs 10^-2"
4.00001,"F8",0.3107,4747,18051,8,"10^-3","Bs","Bs 10^-3"
4.00001,"F9",0.2424,4835,16061,9,"10^-4","Bs","Bs 10^-4"
4.00001,"F10",0.3999,3939,13292,10,"10^-5","Bs","Bs 10^-5"
4.00001,"F11",0.5541,3329,11519,11,"10^-6","Bs","Bs 10^-6"
4.00001,"F12",0.2297,4943,16358,12,"10^-7","Bs","Bs 10^-7"
4.00001,"G1",0.3345,5443,16372,1,"10^-1","Pp","Pp 10^-1"
4.00001,"G2",0.2441,4934,16339,2,"10^-2","Pp","Pp 10^-2"
4.00001,"G3",0.2362,4866,16477,3,"10^-3","Pp","Pp 10^-3"
4.00001,"G4",0.2384,4855,16355,4,"10^-4","Pp","Pp 10^-4"
4.00001,"G5",0.2437,4876,16458,5,"10^-5","Pp","Pp 10^-5"
4.00001,"G6",0.2319,4817,16268,6,"10^-6","Pp","Pp 10^-6"
4.00001,"G7",0.2327,4795,16303,7,"10^-2","Bs","Bs 10^-2"
4.00001,"G8",0.314,4748,18264,8,"10^-3","Bs","Bs 10^-3"
4.00001,"G9",0.2292,4892,16417,9,"10^-4","Bs","Bs 10^-4"
4.00001,"G10",0.2273,4843,16134,10,"10^-5","Bs","Bs 10^-5"
4.00001,"G11",0.2233,4841,16250,11,"10^-6","Bs","Bs 10^-6"
4.00001,"G12",0.2248,4829,16268,12,"10^-7","Bs","Bs 10^-7"
4.00001,"H1",0.3334,5531,16214,1,"10^-1","Pp","Pp 10^-1"
4.00001,"H2",0.2276,4989,16371,2,"10^-2","Pp","Pp 10^-2"
4.00001,"H3",0.2229,4889,16260,3,"10^-3","Pp","Pp 10^-3"
4.00001,"H4",0.2237,4893,16149,4,"10^-4","Pp","Pp 10^-4"
4.00001,"H5",0.2217,4804,16249,5,"10^-5","Pp","Pp 10^-5"
4.00001,"H6",0.2262,4858,16406,6,"10^-6","Pp","Pp 10^-6"
4.00001,"H7",0.2352,4844,16437,7,"10^-2","Bs","Bs 10^-2"
4.00001,"H8",0.2965,4708,17991,8,"10^-3","Bs","Bs 10^-3"
4.00001,"H9",0.2276,4809,16201,9,"10^-4","Bs","Bs 10^-4"
4.00001,"H10",0.2231,4820,15964,10,"10^-5","Bs","Bs 10^-5"
4.00001,"H11",0.2235,4818,16155,11,"10^-6","Bs","Bs 10^-6"
4.00001,"H12",0.224,4829,16227,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"A1",0.4571,5934,16409,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"A2",0.2578,5177,16521,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"A3",0.2255,5017,16681,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"A4",0.2246,4960,16624,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"A5",0.2247,4967,16495,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"A6",0.2207,4939,16296,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"A7",0.2376,4902,16735,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"A8",0.3286,4708,18820,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"A9",0.2259,4872,16419,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"A10",0.2268,4986,16466,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"A11",0.2245,4962,16592,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"A12",0.2272,4963,16541,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"B1",0.4755,5912,16525,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"B2",0.2871,5086,16544,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"B3",0.2585,4988,16660,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"B4",0.2575,5007,16608,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"B5",0.2535,4954,16339,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"B6",0.2241,4971,16443,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"B7",0.2499,4935,17124,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"B8",0.3215,4767,18955,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"B9",0.2305,4964,16604,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"B10",0.226,4962,16524,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"B11",0.2268,4967,16356,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"B12",0.2247,4983,16573,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"C1",0.4779,5826,16188,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"C2",0.3217,5191,16577,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"C3",0.2718,5018,16469,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"C4",0.2413,4963,16763,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"C5",0.25,4959,16700,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"C6",0.2478,4948,16546,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"C7",0.2468,4941,17035,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"C8",0.3114,4793,18710,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"C9",0.2277,4918,16477,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"C10",0.2303,5003,16617,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"C11",0.2319,4944,16344,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"C12",0.2258,4953,16488,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"D1",0.4669,5869,16279,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"D2",0.3226,5158,16454,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"D3",0.2775,4987,16622,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"D4",0.327,4937,16429,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"D5",0.2462,4958,16795,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"D6",0.2604,5044,16615,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"D7",0.3544,4275,14821,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"D8",0.3151,4790,18872,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"D9",0.2267,4938,16499,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"D10",0.2265,4916,16557,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"D11",0.2241,4932,16609,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"D12",0.2257,4927,16410,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"E1",0.467,5891,16359,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"E2",0.2944,5157,16543,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"E3",0.2735,4979,16558,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"E4",0.2667,4961,16713,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"E5",0.2814,4761,15971,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"E6",0.2549,4963,16560,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"E7",0.2579,4964,16964,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"E8",0.3469,4670,18473,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"E9",0.3641,4262,14441,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"E10",0.4885,3549,12188,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"E11",0.2341,4891,16425,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"E12",0.2262,4906,16264,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"F1",0.4944,5690,15768,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"F2",0.3163,5153,16364,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"F3",0.27,4983,16600,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"F4",0.2866,4969,16491,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"F5",0.2626,4944,16405,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"F6",0.2539,4970,16266,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"F7",0.2647,4911,16786,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"F8",0.3188,4800,18335,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"F9",0.2428,4827,16253,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"F10",0.4015,3928,13459,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"F11",0.5544,3345,11562,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"F12",0.2269,4933,16547,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"G1",0.4334,5853,16371,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"G2",0.2958,5167,16516,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"G3",0.2405,4934,16654,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"G4",0.2425,4968,16496,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"G5",0.2483,4915,16666,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"G6",0.2337,4892,16384,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"G7",0.24,4815,16508,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"G8",0.3135,4781,18470,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"G9",0.2296,4880,16623,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"G10",0.2273,4906,16457,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"G11",0.2232,4921,16438,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"G12",0.2247,4898,16491,12,"10^-7","Bs","Bs 10^-7"
5.00001166666667,"H1",0.449,6053,16386,1,"10^-1","Pp","Pp 10^-1"
5.00001166666667,"H2",0.2543,5121,16403,2,"10^-2","Pp","Pp 10^-2"
5.00001166666667,"H3",0.2231,4910,16271,3,"10^-3","Pp","Pp 10^-3"
5.00001166666667,"H4",0.2229,4953,16648,4,"10^-4","Pp","Pp 10^-4"
5.00001166666667,"H5",0.2211,4875,16206,5,"10^-5","Pp","Pp 10^-5"
5.00001166666667,"H6",0.2265,4970,16430,6,"10^-6","Pp","Pp 10^-6"
5.00001166666667,"H7",0.2422,4870,16622,7,"10^-2","Bs","Bs 10^-2"
5.00001166666667,"H8",0.3106,4738,18637,8,"10^-3","Bs","Bs 10^-3"
5.00001166666667,"H9",0.2282,4879,16386,9,"10^-4","Bs","Bs 10^-4"
5.00001166666667,"H10",0.2224,4851,16294,10,"10^-5","Bs","Bs 10^-5"
5.00001166666667,"H11",0.2233,4873,16321,11,"10^-6","Bs","Bs 10^-6"
5.00001166666667,"H12",0.2242,4892,16224,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"A1",0.6209,6770,16364,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"A2",0.2685,5195,16338,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"A3",0.2266,5066,16618,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"A4",0.2243,4995,16496,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"A5",0.2243,5015,16563,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"A6",0.2205,4920,16329,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"A7",0.248,4946,16815,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"A8",0.3375,4699,19161,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"A9",0.2265,4908,16405,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"A10",0.227,4989,16415,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"A11",0.2247,5006,16544,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"A12",0.2236,5026,16559,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"B1",0.6482,6632,16773,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"B2",0.3104,5255,16541,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"B3",0.2669,5015,16479,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"B4",0.2636,4983,16545,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"B5",0.2587,4970,16502,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"B6",0.2249,5009,16442,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"B7",0.2704,4912,17375,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"B8",0.3242,4791,19105,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"B9",0.2317,4985,16570,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"B10",0.2261,4981,16618,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"B11",0.2269,5009,16459,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"B12",0.2245,4956,16617,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"C1",0.6635,6576,16446,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"C2",0.3313,5253,16401,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"C3",0.287,4987,16521,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"C4",0.2463,5021,16640,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"C5",0.2555,5020,16583,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"C6",0.2541,5002,16605,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"C7",0.2654,4904,17534,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"C8",0.3231,4813,18891,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"C9",0.2287,4946,16321,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"C10",0.2305,5036,16508,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"C11",0.2314,4934,16520,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"C12",0.2265,4999,16412,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"D1",0.6348,6604,16442,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"D2",0.3377,5260,16513,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"D3",0.2913,5062,16444,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"D4",0.3348,5007,16223,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"D5",0.2503,5037,16431,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"D6",0.268,5040,16571,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"D7",0.3903,4305,15157,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"D8",0.3141,4786,18858,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"D9",0.2277,5018,16606,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"D10",0.2268,5019,16523,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"D11",0.2244,4990,16580,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"D12",0.2252,4978,16523,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"E1",0.6286,6650,16477,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"E2",0.3132,5239,16306,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"E3",0.2833,5004,16581,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"E4",0.2765,5050,16458,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"E5",0.2868,4824,15932,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"E6",0.2616,4999,16403,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"E7",0.2775,4983,17437,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"E8",0.3458,4681,18809,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"E9",0.354,4298,14533,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"E10",0.4877,3598,12182,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"E11",0.233,5010,16270,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"E12",0.2256,4987,16374,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"F1",0.6643,6286,16004,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"F2",0.3292,5194,16348,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"F3",0.2776,5094,16605,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"F4",0.2961,5016,16515,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"F5",0.2679,5020,16493,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"F6",0.2614,4951,16213,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"F7",0.2846,4942,17390,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"F8",0.3142,4780,18441,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"F9",0.2436,4912,16223,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"F10",0.4033,3983,13485,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"F11",0.5547,3372,11652,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"F12",0.2272,4988,16566,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"G1",0.5739,6430,16536,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"G2",0.2991,5227,16590,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"G3",0.2462,4964,16631,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"G4",0.2465,4976,16509,4,"10^-4","Pp","Pp 10^-4"
