"time","well","OD600","G","R","column","dilution","species","condition"
6.00001333333333,"G5",0.2531,5010,16601,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"G6",0.2364,4950,16542,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"G7",0.251,4905,16776,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"G8",0.3274,4771,18813,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"G9",0.2299,4876,16652,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"G10",0.2267,4992,16502,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"G11",0.2232,4896,16310,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"G12",0.2241,4935,16236,12,"10^-7","Bs","Bs 10^-7"
6.00001333333333,"H1",0.5903,6767,16451,1,"10^-1","Pp","Pp 10^-1"
6.00001333333333,"H2",0.2751,5173,16584,2,"10^-2","Pp","Pp 10^-2"
6.00001333333333,"H3",0.2243,5017,16518,3,"10^-3","Pp","Pp 10^-3"
6.00001333333333,"H4",0.2233,4982,16393,4,"10^-4","Pp","Pp 10^-4"
6.00001333333333,"H5",0.2214,4896,16359,5,"10^-5","Pp","Pp 10^-5"
6.00001333333333,"H6",0.2259,4960,16486,6,"10^-6","Pp","Pp 10^-6"
6.00001333333333,"H7",0.253,4946,16937,7,"10^-2","Bs","Bs 10^-2"
6.00001333333333,"H8",0.3211,4773,19006,8,"10^-3","Bs","Bs 10^-3"
6.00001333333333,"H9",0.2286,4935,16419,9,"10^-4","Bs","Bs 10^-4"
6.00001333333333,"H10",0.2219,4888,16255,10,"10^-5","Bs","Bs 10^-5"
6.00001333333333,"H11",0.2227,4905,16331,11,"10^-6","Bs","Bs 10^-6"
6.00001333333333,"H12",0.2231,4921,16314,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"A1",0.7665,7664,16718,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"A2",0.3094,5390,16449,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"A3",0.234,5138,16746,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"A4",0.2246,5012,16609,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"A5",0.2237,5076,16739,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"A6",0.22,5023,16423,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"A7",0.272,4912,17599,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"A8",0.3368,4721,19619,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"A9",0.2278,4992,16603,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"A10",0.2258,5083,16484,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"A11",0.2244,5029,16622,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"A12",0.2228,5002,16733,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"B1",0.8109,7609,16845,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"B2",0.3724,5420,16557,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"B3",0.2813,5167,16664,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"B4",0.2702,5094,16708,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"B5",0.2637,5053,16706,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"B6",0.2258,5036,16639,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"B7",0.2723,4958,17454,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"B8",0.328,4775,19482,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"B9",0.2329,5019,16737,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"B10",0.2269,4987,16587,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"B11",0.227,5020,16625,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"B12",0.2245,5017,16489,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"C1",0.8346,7605,16628,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"C2",0.3831,5442,16386,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"C3",0.3001,5154,16462,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"C4",0.2501,5098,16658,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"C5",0.2603,5102,16661,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"C6",0.2578,5029,16647,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"C7",0.2894,4932,17593,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"C8",0.3305,4826,19051,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"C9",0.23,4944,16578,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"C10",0.2305,5069,16529,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"C11",0.2314,5031,16656,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"C12",0.2255,5048,16625,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"D1",0.7923,7467,16791,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"D2",0.3928,5392,16413,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"D3",0.3074,5165,16665,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"D4",0.3423,4980,16501,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"D5",0.2521,5045,16590,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"D6",0.2736,5097,16767,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"D7",0.3914,4350,15486,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"D8",0.314,4806,19187,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"D9",0.2297,5046,16699,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"D10",0.2265,5014,16766,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"D11",0.2236,5006,16713,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"D12",0.2249,5036,16606,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"E1",0.7853,7567,16697,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"E2",0.3705,5365,16383,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"E3",0.2962,5160,16576,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"E4",0.2829,5141,16706,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"E5",0.2906,4846,16238,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"E6",0.2657,5071,16807,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"E7",0.2802,5032,17739,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"E8",0.3484,4680,19399,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"E9",0.358,4291,14571,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"E10",0.4879,3616,12240,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"E11",0.2328,5002,16561,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"E12",0.2257,5010,16596,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"F1",0.802,7291,16098,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"F2",0.3822,5327,16389,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"F3",0.2906,5180,16803,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"F4",0.3028,5068,16607,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"F5",0.2788,5039,16584,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"F6",0.2623,5005,16487,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"F7",0.3036,4925,17918,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"F8",0.3265,4761,18820,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"F9",0.2446,4899,16409,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"F10",0.4015,4021,13439,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"F11",0.5539,3412,11605,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"F12",0.2262,5030,16568,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"G1",0.7431,7446,16969,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"G2",0.3554,5422,16546,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"G3",0.2583,5079,16661,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"G4",0.2526,5008,16707,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"G5",0.2591,4988,16515,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"G6",0.2399,4986,16514,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"G7",0.2793,4871,17561,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"G8",0.3316,4782,19488,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"G9",0.2314,4971,16768,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"G10",0.2271,4990,16691,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"G11",0.2227,4950,16411,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"G12",0.2241,4948,16496,12,"10^-7","Bs","Bs 10^-7"
7.00001833333333,"H1",0.7482,7750,16619,1,"10^-1","Pp","Pp 10^-1"
7.00001833333333,"H2",0.3268,5453,16464,2,"10^-2","Pp","Pp 10^-2"
7.00001833333333,"H3",0.231,5071,16558,3,"10^-3","Pp","Pp 10^-3"
7.00001833333333,"H4",0.223,4995,16652,4,"10^-4","Pp","Pp 10^-4"
7.00001833333333,"H5",0.221,4924,16505,5,"10^-5","Pp","Pp 10^-5"
7.00001833333333,"H6",0.2256,5009,16752,6,"10^-6","Pp","Pp 10^-6"
7.00001833333333,"H7",0.2705,4952,17219,7,"10^-2","Bs","Bs 10^-2"
7.00001833333333,"H8",0.3374,4730,19655,8,"10^-3","Bs","Bs 10^-3"
7.00001833333333,"H9",0.2297,4901,16605,9,"10^-4","Bs","Bs 10^-4"
7.00001833333333,"H10",0.2216,4972,16362,10,"10^-5","Bs","Bs 10^-5"
7.00001833333333,"H11",0.2227,4958,16357,11,"10^-6","Bs","Bs 10^-6"
7.00001833333333,"H12",0.223,4981,16489,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"A1",1.2265,13270,14580,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"A2",0.4409,5822,16424,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"A3",0.2663,5349,16729,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"A4",0.2254,5080,16757,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"A5",0.2241,5047,16615,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"A6",0.22,5049,16618,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"A7",0.2711,4982,17885,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"A8",0.349,4721,20149,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"A9",0.2302,5002,16638,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"A10",0.2269,5043,16750,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"A11",0.224,5056,16679,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"A12",0.2249,5059,16772,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"B1",1.1824,12454,14929,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"B2",0.4973,5875,16627,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"B3",0.3261,5321,16576,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"B4",0.2764,5115,16699,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"B5",0.2686,5093,16641,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"B6",0.2258,5096,16733,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"B7",0.3085,4966,17799,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"B8",0.3359,4798,20104,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"B9",0.2354,5074,16944,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"B10",0.2268,5052,16648,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"B11",0.2264,5030,16497,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"B12",0.2241,5041,16615,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"C1",1.239,10759,15076,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"C2",0.5014,5873,16458,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"C3",0.3415,5302,16555,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"C4",0.2574,5070,16793,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"C5",0.2654,5095,16897,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"C6",0.263,5077,16670,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"C7",0.3109,4958,17874,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"C8",0.3321,4776,19506,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"C9",0.2328,4983,16596,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"C10",0.2306,5070,16886,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"C11",0.2314,5078,16570,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"C12",0.2254,5080,16597,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"D1",1.0991,9714,15489,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"D2",0.4971,5801,16426,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"D3",0.3486,5354,16525,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"D4",0.3547,5082,16558,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"D5",0.2596,5137,16807,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"D6",0.2789,5123,16656,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"D7",0.4041,4363,16169,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"D8",0.3226,4848,19453,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"D9",0.2321,5094,16831,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"D10",0.2266,5037,16505,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"D11",0.2236,5087,16848,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"D12",0.2247,5045,16747,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"E1",1.2674,12476,14679,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"E2",0.4865,5816,16516,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"E3",0.3268,5224,16636,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"E4",0.2939,5089,16543,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"E5",0.2917,4851,16200,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"E6",0.2702,5159,16787,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"E7",0.322,5004,18116,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"E8",0.3598,4679,19806,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"E9",0.3616,4288,14512,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"E10",0.492,3633,12315,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"E11",0.2309,4999,16541,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"E12",0.2248,5037,16602,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"F1",1.2081,11232,14583,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"F2",0.4916,5770,16454,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"F3",0.3316,5312,16517,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"F4",0.3093,5045,16542,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"F5",0.2864,5091,16561,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"F6",0.2619,5063,16505,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"F7",0.3258,4963,17816,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"F8",0.3354,4769,19356,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"F9",0.2474,4925,16356,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"F10",0.401,4029,13620,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"F11",0.5534,3425,11709,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"F12",0.2256,5035,16576,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"G1",0.9754,8404,16530,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"G2",0.4777,5857,16349,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"G3",0.2919,5201,16704,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"G4",0.2588,5062,16660,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"G5",0.2638,5095,16842,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"G6",0.2431,4997,16660,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"G7",0.2999,4896,17560,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"G8",0.34,4754,20300,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"G9",0.2344,4968,16999,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"G10",0.2269,4988,16541,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"G11",0.2228,4977,16557,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"G12",0.2239,5013,16643,12,"10^-7","Bs","Bs 10^-7"
8.00001972222222,"H1",1.0614,9129,16470,1,"10^-1","Pp","Pp 10^-1"
8.00001972222222,"H2",0.4388,5953,16539,2,"10^-2","Pp","Pp 10^-2"
8.00001972222222,"H3",0.2568,5201,16582,3,"10^-3","Pp","Pp 10^-3"
8.00001972222222,"H4",0.2245,5052,16710,4,"10^-4","Pp","Pp 10^-4"
8.00001972222222,"H5",0.2208,4985,16385,5,"10^-5","Pp","Pp 10^-5"
8.00001972222222,"H6",0.2257,5012,16749,6,"10^-6","Pp","Pp 10^-6"
8.00001972222222,"H7",0.302,4880,17706,7,"10^-2","Bs","Bs 10^-2"
8.00001972222222,"H8",0.3563,4736,20525,8,"10^-3","Bs","Bs 10^-3"
8.00001972222222,"H9",0.2316,5001,16569,9,"10^-4","Bs","Bs 10^-4"
8.00001972222222,"H10",0.2216,4937,16410,10,"10^-5","Bs","Bs 10^-5"
8.00001972222222,"H11",0.2222,4951,16450,11,"10^-6","Bs","Bs 10^-6"
8.00001972222222,"H12",0.2228,4978,16548,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"A1",1.2757,14491,14638,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"A2",0.5744,6484,16632,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"A3",0.2867,5403,16842,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"A4",0.2289,5204,16720,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"A5",0.2237,5123,16721,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"A6",0.2197,5078,16588,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"A7",0.2969,4952,18120,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"A8",0.3799,4733,20839,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"A9",0.2347,5051,16786,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"A10",0.2267,5102,16877,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"A11",0.224,5108,16948,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"A12",0.2234,5107,16736,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"B1",1.3055,13939,14741,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"B2",0.6434,6489,16591,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"B3",0.3446,5400,16868,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"B4",0.2894,5207,16983,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"B5",0.2732,5125,16726,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"B6",0.2266,5109,16737,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"B7",0.3195,4971,18229,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"B8",0.3573,4831,20569,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"B9",0.2393,5065,16862,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"B10",0.2265,5040,16847,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"B11",0.2264,5104,16715,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"B12",0.224,5147,16812,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"C1",1.2499,12787,14885,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"C2",0.6332,6476,16317,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"C3",0.3697,5351,16473,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"C4",0.2636,5188,16711,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"C5",0.2705,5104,16881,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"C6",0.2675,5080,16769,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"C7",0.3212,4944,18094,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"C8",0.3379,4812,20395,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"C9",0.2375,5039,16797,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"C10",0.2307,5106,16838,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"C11",0.2314,5086,16843,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"C12",0.2251,5065,16672,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"D1",1.1607,12567,14789,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"D2",0.6326,6470,16622,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"D3",0.3722,5414,16751,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"D4",0.3625,5112,16541,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"D5",0.2596,5140,16837,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"D6",0.287,5134,16738,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"D7",0.4153,4368,16594,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"D8",0.3314,4811,19929,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"D9",0.2366,5077,16905,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"D10",0.2267,5150,16806,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"D11",0.2235,5170,16740,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"D12",0.2243,5072,16579,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"E1",1.3099,15129,14444,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"E2",0.6183,6401,16590,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"E3",0.359,5388,16536,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"E4",0.3037,5199,16779,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"E5",0.2981,4908,16498,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"E6",0.2729,5124,16844,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"E7",0.3245,4996,18557,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"E8",0.3839,4651,20261,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"E9",0.3667,4369,14842,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"E10",0.4886,3649,12426,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"E11",0.2337,5084,16691,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"E12",0.2254,5105,16584,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"F1",1.315,14700,14262,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"F2",0.6317,6413,16561,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"F3",0.3587,5376,16828,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"F4",0.3251,5178,16789,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"F5",0.2789,5128,16777,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"F6",0.2755,5075,16539,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"F7",0.347,4994,18186,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"F8",0.3443,4778,20036,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"F9",0.2516,5015,16606,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"F10",0.4026,4073,13683,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"F11",0.553,3463,11768,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"F12",0.2253,5086,16702,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"G1",1.4464,17047,14313,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"G2",0.613,6543,16840,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"G3",0.3226,5376,16582,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"G4",0.2635,5122,16613,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"G5",0.2695,5063,16884,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"G6",0.2463,5030,16685,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"G7",0.3082,4867,18006,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"G8",0.3535,4794,20848,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"G9",0.2388,4983,17023,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"G10",0.2272,5024,16732,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"G11",0.223,5067,16666,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"G12",0.2237,5023,16472,12,"10^-7","Bs","Bs 10^-7"
9.00002194444444,"H1",1.2161,13456,14861,1,"10^-1","Pp","Pp 10^-1"
9.00002194444444,"H2",0.5593,6546,16576,2,"10^-2","Pp","Pp 10^-2"
9.00002194444444,"H3",0.28,5316,16548,3,"10^-3","Pp","Pp 10^-3"
9.00002194444444,"H4",0.2284,5135,16662,4,"10^-4","Pp","Pp 10^-4"
9.00002194444444,"H5",0.2208,5019,16568,5,"10^-5","Pp","Pp 10^-5"
9.00002194444444,"H6",0.2255,5116,16609,6,"10^-6","Pp","Pp 10^-6"
9.00002194444444,"H7",0.3019,4931,18283,7,"10^-2","Bs","Bs 10^-2"
9.00002194444444,"H8",0.3884,4730,21202,8,"10^-3","Bs","Bs 10^-3"
9.00002194444444,"H9",0.2349,4980,16770,9,"10^-4","Bs","Bs 10^-4"
9.00002194444444,"H10",0.2217,5005,16416,10,"10^-5","Bs","Bs 10^-5"
9.00002194444444,"H11",0.2221,5065,16771,11,"10^-6","Bs","Bs 10^-6"
9.00002194444444,"H12",0.2221,5002,16788,12,"10^-7","Bs","Bs 10^-7"
10.0000236111111,"A1",1.3475,16014,14693,1,"10^-1","Pp","Pp 10^-1"
10.0000236111111,"A2",0.7646,7487,16930,2,"10^-2","Pp","Pp 10^-2"
10.0000236111111,"A3",0.3467,5626,16796,3,"10^-3","Pp","Pp 10^-3"
