"time","species","dilution","mean_OD","sd_OD","n","se_OD","mean_G","sd_G","se_G","mean_R","sd_R","se_R"
13.0000297222222,"Pp","10^-4",0.4734125,0.053694251820576,8,0.0189837847865337,5870.25,67.2898846144691,23.7905668580757,16654.125,85.8644072277415,30.3576523066496
13.0000297222222,"Pp","10^-5",0.3134625,0.0350458449748326,8,0.0123905773170583,5374,82.654184925594,29.2226673271672,16664.625,214.984343283744,76.0084434924361
13.0000297222222,"Pp","10^-6",0.264775,0.0350495058045453,8,0.0123918716158156,5198.375,58.0047719711798,20.5077838010003,16793.25,127.978513821657,45.2472374847349
14.000035,"Bs","10^-2",0.408375,0.0454235857551684,8,0.0160596627566441,4822.5,242.804448064693,85.8443358644005,20540.375,713.473783180373,252.251075142831
14.000035,"Bs","10^-3",0.466475,0.0239918885101968,8,0.0084824135295159,4714.875,55.9653910912807,19.7867537762009,24191.625,778.021288269158,275.072064421308
14.000035,"Bs","10^-4",0.3218375,0.0434622968790192,8,0.0153662424245487,4959.25,229.09495847792,80.997299337694,18048.75,750.112134474383,265.204688468576
14.000035,"Bs","10^-5",0.2919375,0.106405584406351,8,0.0376200551449243,4865.25,597.375629614352,211.204179307946,16076.75,1785.43686130714,631.247256005351
14.000035,"Bs","10^-6",0.266975,0.115865485431537,8,0.0409646352270555,4971.125,596.112031057442,210.757429753801,16239.625,1780.87650470211,629.634926465329
14.000035,"Bs","10^-7",0.2232,0.000997138763806576,8,0.0003525417908358,5191.625,44.2297169010029,15.6375663753302,16974.875,109.793881562551,38.8179990928362
14.000035,"Pp","10^-1",1.60725,0.0496923104140441,8,0.0175688848332987,20154.375,590.045503693208,208.61258843505,14798.25,186.510627809019,65.9414648435587
14.000035,"Pp","10^-2",1.4895625,0.0715994001870326,8,0.0253142107005701,17282.875,1223.66620536111,432.631335859825,14767,83.1178165532001,29.3865858610936
14.000035,"Pp","10^-3",1.1289625,0.0532916218958075,8,0.0188414336114775,10910.375,650.334405737321,229.927934167892,15633,237.999399759147,84.1454947440104
14.000035,"Pp","10^-4",0.5950125,0.0545082808256821,8,0.0192715875013303,6462.875,94.3010945247797,33.3404717058927,16765.25,111.717436930345,39.4980786151139
14.000035,"Pp","10^-5",0.3350875,0.0342743318159315,8,0.0121178062238415,5465.125,49.9526561570339,17.6609309534593,16758.875,233.428139753054,82.5293102695729
14.000035,"Pp","10^-6",0.2751,0.0399178799895128,8,0.0141131018155876,5293.25,69.6496333699714,24.6248640315318,16864.125,132.890328036747,46.9838260544444
15.0000386111111,"Bs","10^-2",0.4346125,0.0421496462449144,8,0.0149021503421965,4823.25,239.184178884331,84.5643774208232,21317.5,707.15647894528,250.017570811105
15.0000386111111,"Bs","10^-3",0.4855,0.0221677371742939,8,0.00783747863975216,4735,54.2164972257391,19.1684264202509,25255.25,762.578473713642,269.612204974902
15.0000386111111,"Bs","10^-4",0.32805,0.04110172050622,8,0.0145316526441912,4965.375,236.526010348605,83.6245729222492,18355.375,810.938774771913,286.710153384165
15.0000386111111,"Bs","10^-5",0.2999625,0.106157752391698,8,0.0375324332958462,4870.25,603.848313497923,213.492618641221,16210.375,1807.41970282025,639.019364157188
15.0000386111111,"Bs","10^-6",0.26735,0.115920009366065,8,0.0409839123489763,4994.875,595.262832105041,210.457192584892,16361,1787.72081553181,632.054755765443
15.0000386111111,"Bs","10^-7",0.2229625,0.0010769500585317,8,0.000380759344693507,5235,51.5724178773333,18.2336032016243,17006.75,122.534834697264,43.3226062730039
15.0000386111111,"Pp","10^-1",1.6300125,0.047824244822654,8,0.0169084239096121,21321.125,539.851947296664,190.866486385117,14918.625,207.656266459744,73.4175770847826
15.0000386111111,"Pp","10^-2",1.547175,0.0410646093717832,8,0.0145185318767823,18081.25,736.678986106858,260.455353316895,15037.375,101.505717643322,35.8876906373998
15.0000386111111,"Pp","10^-3",1.2694,0.0581738281851409,8,0.0205675541986471,14215.5,695.886074419821,246.032881077771,15036,59.572285022963,21.0619833552575
15.0000386111111,"Pp","10^-4",0.7722875,0.0530510653589001,8,0.0187563840322245,7453.25,107.590161525777,38.0388664019166,17076.375,78.2832540020077,27.6773098790843
15.0000386111111,"Pp","10^-5",0.3991125,0.0493176131243769,8,0.0174364093360908,5673.375,69.0071166102247,24.3977000526103,16811.75,218.202232540628,77.146139149761
15.0000386111111,"Pp","10^-6",0.292675,0.0398240684583008,8,0.0140799344306509,5396.875,76.8866280404374,27.1835280349805,16998.375,118.422895349072,41.8688161745367
16.00004,"Bs","10^-2",0.4565875,0.0444790299707947,8,0.0157257118564743,4820.5,249.036428775275,88.047673774739,22004.25,884.645166961631,312.769298251237
16.00004,"Bs","10^-3",0.5061375,0.0256199664045726,8,0.00905802598922241,4727.625,48.934175904255,17.300843806837,26130.75,928.142807669473,328.148036606303
16.00004,"Bs","10^-4",0.3424375,0.0406966807175791,8,0.014388449453592,4957.125,234.034452591921,82.7436742295144,18822,1013.56344505061,358.348792579042
16.00004,"Bs","10^-5",0.3178625,0.109917279773733,8,0.0388616269487928,4887.875,615.836350595096,217.731029803484,16462.125,1754.77385091559,620.406244715624
16.00004,"Bs","10^-6",0.2681875,0.115414277867664,8,0.0408051092629867,5010.375,610.85184958618,215.968742571366,16378.25,1806.7625150291,638.78701318537
16.00004,"Bs","10^-7",0.223175,0.00101383289691011,8,0.000358444058197572,5236.25,38.3023684459777,13.5419322318282,17070.25,95.5940075826633,33.7975855012497
16.00004,"Pp","10^-1",1.6463875,0.0474622086506728,8,0.0167804247934908,22437.25,625.500656617218,221.147877965337,15074.125,165.677343480807,58.5757865321256
16.00004,"Pp","10^-2",1.623025,0.044659497470143,8,0.0157895167527608,19893.75,693.349994076379,245.13624127353,14961.25,154.927402353489,54.7751083978845
16.00004,"Pp","10^-3",1.423125,0.0518424743126439,8,0.01832908256998,15477.125,533.144696923024,188.495115273958,15111.25,86.0859205345782,30.4359690873433
16.00004,"Pp","10^-4",0.9667375,0.0549953748055234,8,0.0194438012294407,8486.25,116.096942250862,41.0464675703038,17107.25,169.077961730254,59.778086644331
16.00004,"Pp","10^-5",0.5114375,0.0488552362305501,8,0.0172729344175463,6094.375,95.93887562997,33.9195147686823,16839.5,194.770194258332,68.861662566544
16.00004,"Pp","10^-6",0.31795,0.0422261936311033,8,0.0149292139301247,5504,69.321198571783,24.5087447950435,16939.125,112.486745250909,39.7700701802606
17.0000416666667,"Bs","10^-2",0.4855875,0.0463269263727139,8,0.016379041894838,4793.5,239.916056748427,84.8231353211745,22883.625,922.242598622665,326.061997692595
17.0000416666667,"Bs","10^-3",0.5302625,0.0197668508583725,8,0.00698863714232918,4709.25,53.1487131950127,18.7909077557662,26941,994.380065309897,351.566443628675
17.0000416666667,"Bs","10^-4",0.3601875,0.0404107636828181,8,0.0142873625165239,4908.75,228.454278013911,80.7707845873565,19355.25,934.465278725142,330.383367684963
17.0000416666667,"Bs","10^-5",0.335925,0.114205075568971,8,0.0403775916903706,4861.25,600.475704278343,212.300221216492,16878.625,1764.32722406345,623.78387218365
17.0000416666667,"Bs","10^-6",0.269975,0.116549618495423,8,0.0412065127914092,5006.625,609.150916674771,215.367371973366,16354.25,1820.46499162008,643.631570243634
17.0000416666667,"Bs","10^-7",0.223125,0.000982344135219426,8,0.000347311099736246,5236,38.6227172233426,13.655192628238,16981.5,91.2453521321184,32.2601036221877
17.0000416666667,"Pp","10^-1",1.6600375,0.045698888310955,8,0.0161569969086815,23468.875,627.359190234294,221.804968827185,15055.25,197.988996808264,69.9996811217227
17.0000416666667,"Pp","10^-2",1.6432125,0.044537510274246,8,0.0157463877660424,20819.5,841.000594530111,297.33861168708,15059.75,89.9837286878657,31.8140523758202
17.0000416666667,"Pp","10^-3",1.484075,0.0502223555799606,8,0.0177562840988761,16828.75,442.625526989641,156.491755830322,15097.25,118.125538547525,41.763684669134
17.0000416666667,"Pp","10^-4",1.1246875,0.0766936286699973,8,0.0271152924531791,14612.5,1108.04035511863,391.751424466368,14929.375,200.922115329725,71.0366951199971
17.0000416666667,"Pp","10^-5",0.6656125,0.0619560082985154,8,0.0219047568015651,6889.125,159.091561686973,56.2473610492083,16898.75,191.672898449416,67.7666031316311
17.0000416666667,"Pp","10^-6",0.3674375,0.0532437504716348,8,0.0188245085071487,5657,117.264048808052,41.4591020507818,16924.125,139.751245841623,49.4095268069399
18.0000463888889,"Bs","10^-2",0.506675,0.0493083519439513,8,0.0174331350143504,4788.625,230.126634393203,81.3620518555356,23763.25,1030.64525558368,364.38812461048
18.0000463888889,"Bs","10^-3",0.545875,0.0352808223908036,8,0.0124736543791877,4708.875,48.1053531324737,17.0078107056728,27932.5,1309.16516474104,462.859782840796
18.0000463888889,"Bs","10^-4",0.3861875,0.0404219331374865,8,0.014291311515093,4911,235.444867674549,83.2423312641213,19953.625,950.027358628612,335.885393799518
18.0000463888889,"Bs","10^-5",0.348275,0.114699243365296,8,0.0405523063902835,4846.75,602.006110552756,212.841301543796,17230.875,1859.95210671827,657.592373671345
18.0000463888889,"Bs","10^-6",0.272975,0.117003574426474,8,0.0413670104500123,5029.75,604.546524264262,213.739473425009,16487.75,1840.64078516152,650.764790458119
18.0000463888889,"Bs","10^-7",0.2229625,0.00115750655659975,8,0.000409240367719788,5261.375,27.0868312759435,9.57664103803774,17067.5,111.492472519769,39.4185416849917
18.0000463888889,"Pp","10^-1",1.6694875,0.046538630267154,8,0.0164538905245191,24690.375,572.504507156307,202.410909635043,15214.875,221.814232120999,78.4231738482228
18.0000463888889,"Pp","10^-2",1.676275,0.0464326163073206,8,0.0164164089295697,22131.75,808.991921202819,286.021836703823,15090.875,125.663311499987,44.4286898539993
18.0000463888889,"Pp","10^-3",1.5658,0.049346356067524,8,0.0174465715010961,18381.125,351.004451538723,124.098813954848,15100.5,78.7273777030583,27.8343313194336
18.0000463888889,"Pp","10^-4",1.419,0.083508391366206,8,0.0295246749105122,14657.125,529.378729536533,187.163644735601,15063,119.157758574805,42.1286295596169
18.0000463888889,"Pp","10^-5",0.822675,0.056314036565369,8,0.0199100185656798,7903.375,244.398934706586,86.4080720228977,17078.5,250.405385610728,88.5316731054889
18.0000463888889,"Pp","10^-6",0.462,0.0670086774764497,8,0.0236911451209699,5989.375,229.852087532085,81.2649848819105,16919.25,119.630084606077,42.2956220294387
19.0000513888889,"Bs","10^-2",0.5319,0.0477496447256791,8,0.0168820487923881,4796.75,242.323131376268,85.6741647172588,24859,1210.9269176957,428.127317511976
19.0000513888889,"Bs","10^-3",0.5658625,0.035690212243695,8,0.012618395549752,4713.625,40.1566130472749,14.1975066976061,28952.25,763.838567462299,270.057715392205
19.0000513888889,"Bs","10^-4",0.4122125,0.0417547067492311,8,0.0147625181444185,4914.125,248.956357334258,88.0193642452776,20687.5,1066.57462400501,377.091074637717
19.0000513888889,"Bs","10^-5",0.35835,0.117639874192384,8,0.0415919763896836,4844.25,591.932126900663,209.279610466817,17521.125,1805.95352238091,638.500991091635
19.0000513888889,"Bs","10^-6",0.2774875,0.117886742711566,8,0.0416792575916709,5048.125,620.237612877977,219.287111006487,16529.875,1800.60882064928,636.61135367271
19.0000513888889,"Bs","10^-7",0.2233,0.00127279220613578,8,0.000449999999999999,5269.5,34.8014778011345,12.3041804742476,17124.375,151.700774553065,53.6343231988621
19.0000513888889,"Pp","10^-1",1.674225,0.0461753103477853,8,0.0163254375351562,25508.625,578.36739127108,204.483752192477,15341.875,203.900141876221,72.0895865027873
19.0000513888889,"Pp","10^-2",1.69415,0.0487705707515154,8,0.0172430006503674,23294.875,852.566283556383,301.427700256866,15266,163.813482787154,57.9168122642911
19.0000513888889,"Pp","10^-3",1.6216,0.0491608438844226,8,0.0173809830397642,19967.5,444.853105771204,157.279323861357,15161,98.3855390070832,34.784540901301
19.0000513888889,"Pp","10^-4",1.52515,0.109564814477224,8,0.0387370116481456,18595.625,1918.84436482706,678.413931205405,14924.375,156.093321445858,55.1873230461489
19.0000513888889,"Pp","10^-5",1.0315125,0.0734538035094167,8,0.0259698412827264,10810.625,994.320864783022,351.545513081674,15898.5,618.452677482857,218.656041045552
19.0000513888889,"Pp","10^-6",0.5996625,0.0952820465400337,8,0.033687290616895,6697.5,493.189908366225,174.368964309265,17077.625,126.848545799424,44.8477334592125
20.0000569444444,"Bs","10^-2",0.5587875,0.0470964189569805,8,0.0166510986070418,4791.5,236.577984726269,83.6429486396962,25893.75,1306.3073090641,461.849378276387
20.0000569444444,"Bs","10^-3",0.59395,0.0257653698928288,8,0.00910943388549946,4726.875,51.2931003435856,18.1348495405157,30164.625,679.264715388212,240.156343235877
20.0000569444444,"Bs","10^-4",0.441475,0.0405632750861452,8,0.0143412834402743,4907.25,240.352568413273,84.9774655003145,21502.875,1112.43342497428,393.304609208944
20.0000569444444,"Bs","10^-5",0.369175,0.118587107827357,8,0.0419268740530121,4838.5,597.266631054698,211.16564249761,17823.125,1789.37382802716,632.639183937868
20.0000569444444,"Bs","10^-6",0.286375,0.122555663738098,8,0.0433299704510136,5066,612.70734099918,216.624757851649,16662.625,1772.54280121605,626.688517341635
20.0000569444444,"Bs","10^-7",0.2235875,0.00156519054065997,8,0.00055337842257485,5299.25,54.6514932484531,19.322220738976,17224.875,116.701618913976,41.2602530547603
20.0000569444444,"Pp","10^-1",1.674775,0.0465748782683787,8,0.0164667061282543,26456.5,544.59290169027,192.542666885624,15432.625,203.238731896401,71.8557427618499
20.0000569444444,"Pp","10^-2",1.7055375,0.0501653818455943,8,0.0177361408419161,24427.125,862.812417537638,305.050255666411,15357,166.352465738091,58.8144782952536
20.0000569444444,"Pp","10^-3",1.6571125,0.0455763546934466,8,0.0161136747327497,21329.375,330.757976904132,116.940604200228,15272.25,53.309741806058,18.8478399671838
20.0000569444444,"Pp","10^-4",1.520125,0.0602842730024056,8,0.0213137091194511,18483,979.578334940965,346.333241670092,15151.875,78.1087840313568,27.615625429404
20.0000569444444,"Pp","10^-5",1.2913375,0.0777142740611861,8,0.0274761450918272,14797.125,1711.79258068427,605.210070893334,15090.25,254.802864976044,90.0864168451604
20.0000569444444,"Pp","10^-6",0.7556625,0.0898871822659621,8,0.0317799180610065,7619.5,537.611915259113,190.074515463203,17241.25,131.945605675759,46.6498162605477
21.0000597222222,"Bs","10^-2",0.5858625,0.042402524773212,8,0.0149915564032844,4773.875,244.017234461596,86.2731206070913,27068.25,1414.34272973097,500.045667557331
21.0000597222222,"Bs","10^-3",0.6203,0.0312967364797947,8,0.0110650672969356,4725.75,45.9463973405035,16.2445045652808,30991.625,1160.15392297746,410.17635307877
21.0000597222222,"Bs","10^-4",0.47635,0.0408963847511523,8,0.014459055491777,4881.375,251.257373736857,88.8328963962273,22364,1104.21529991729,390.399063230726
21.0000597222222,"Bs","10^-5",0.385,0.114477271605702,8,0.0404738275220631,4819.875,608.061659819839,214.982261519078,18410.5,1710.03341654901,604.588112448703
21.0000597222222,"Bs","10^-6",0.300475,0.125858897750048,8,0.0444978400358618,5052.625,609.021448719173,215.321598138691,16934.75,1626.76837845554,575.149475912877
21.0000597222222,"Bs","10^-7",0.2243375,0.00164398253379669,8,0.00058123559889994,5289.375,39.7525830247904,14.0546605132553,17166,91.1607685042514,32.2301987937666
21.0000597222222,"Pp","10^-1",1.674025,0.0458985449504821,8,0.0162275861905407,27342.25,621.066076539825,219.580017143117,15524.125,235.894914557914,83.4014468656612
21.0000597222222,"Pp","10^-2",1.7157875,0.0496930704424671,8,0.0175691535439246,25652.125,831.756048971091,294.070171260194,15521.625,174.977498553385,61.8638878910791
21.0000597222222,"Pp","10^-3",1.6833125,0.0470735120393017,8,0.0166429997886284,22602.375,463.602643126941,163.908286365533,15332.25,102.72675267079,36.3193917113945
21.0000597222222,"Pp","10^-4",1.595125,0.0655069843604481,8,0.023160216428177,20256.75,1201.50997261184,424.797924648549,15181.625,115.20532911781,40.7312347240156
21.0000597222222,"Pp","10^-5",1.4377375,0.0648601338596037,8,0.0229315202403965,15483.25,469.50239616002,165.994164054041,15177.125,136.528843106503,48.2702353940811
21.0000597222222,"Pp","10^-6",0.9406375,0.10936976518085,8,0.0386680513080797,10340.375,2131.04232963925,753.437241141746,16318.5,933.542408555406,330.057083807375
22.0000647222222,"Bs","10^-2",0.6158,0.0462902951877759,8,0.0163660908152017,4777,249.086330415782,88.0653166689361,28441.625,1564.238284506,553.041749182904
22.0000647222222,"Bs","10^-3",0.5880625,0.0338713084440841,8,0.0119753159442365,4748.125,47.9089538306031,16.9383730665863,30131.625,1720.61549929918,608.329443684564
22.0000647222222,"Bs","10^-4",0.50845,0.0428701361256128,8,0.0151568819824056,4880.125,256.778079560653,90.7847606586983,23397.125,1070.29934898073,378.40796378191
22.0000647222222,"Bs","10^-5",0.4034875,0.117202053096351,8,0.041437183256708,4827.5,601.547528106823,212.67916816517,18939.125,1576.55958498244,557.397986742866
22.0000647222222,"Bs","10^-6",0.3245125,0.121340941594924,8,0.0429005013186659,5043.5,623.636799060845,220.488904806698,17469.625,1836.84589426705,649.423093915449
22.0000647222222,"Bs","10^-7",0.2251125,0.00247353852954484,8,0.000874527933883679,5317.25,28.6094390018399,10.114964162072,17276.75,90.4413780143959,31.9758558469176
22.0000647222222,"Pp","10^-1",1.6688375,0.0448855986290226,8,0.0158694555840997,28212.125,490.949353657934,173.576808595339,15652.875,175.872874136812,62.1804509644539
22.0000647222222,"Pp","10^-2",1.72195,0.0523195674949358,8,0.0184977604822082,26741,809.880061666982,286.335841776251,15608.25,165.992900020281,58.6873526165805
22.0000647222222,"Pp","10^-3",1.699125,0.0475427251457646,8,0.0168088916733292,23835.875,477.280521735982,168.744146723883,15457.25,114.452423053674,40.4650422322422
22.0000647222222,"Pp","10^-4",1.6204625,0.0578190017579491,8,0.0204421041122414,21616.25,1142.84116506688,404.055368818963,15308.625,133.516117272143,47.2050759604152
22.0000647222222,"Pp","10^-5",1.4782625,0.0386944048188587,8,0.0136805380206962,17202.5,647.715987142513,229.002183395705,15216.875,141.960193112617,50.1905076042415
22.0000647222222,"Pp","10^-6",1.23675,0.14930925720033,8,0.0527887941301398,14427,2200.91597814572,778.141306484332,15272.75,352.932105975882,124.780342716998
23.0000675,"Bs","10^-2",0.646775,0.049011128473906,8,0.017328050648752,4755.375,242.63195967791,85.7833520104155,29726,1739.85360632111,615.131141650763
23.0000675,"Bs","10^-3",0.5974375,0.0351007910981261,8,0.0124100037052487,4731.5,49.9799959983992,17.6705970470723,31436.875,1965.15142546319,694.785949501715
23.0000675,"Bs","10^-4",0.5363875,0.0385808404522245,8,0.0136403869538221,4830.75,250.864078166416,88.6938454137925,24476.5,1178.1497600657,416.538842297879
23.0000675,"Bs","10^-5",0.4298625,0.117592285187908,8,0.0415751511357961,4799.625,605.953307371357,214.236846362351,19628.125,1541.32173683127,544.93952605181
23.0000675,"Bs","10^-6",0.335325,0.12054273397549,8,0.0426182923084174,5035.25,622.695465582609,220.156093163789,17622,1812.8775074844,640.948989501393
23.0000675,"Bs","10^-7",0.227475,0.00416061465239384,8,0.0014709994173059,5317.5,38.8108968497987,13.7217241732121,17342.875,152.512704388848,53.9213837452267
23.0000675,"Pp","10^-1",1.6637875,0.0457029363701846,8,0.0161584281137474,28865.375,723.814486394329,255.907065825244,15740.375,187.844873309259,66.4131918640523
23.0000675,"Pp","10^-2",1.7258125,0.0537327630168835,8,0.018997400550564,27642.125,813.535395226117,287.628197349833,15758.875,161.341197909453,57.0427275632674
23.0000675,"Pp","10^-3",1.713175,0.0475875358831341,8,0.0168247346614611,24949.125,570.399969319775,201.666843147306,15549.75,121.252687746352,42.8692988712702
23.0000675,"Pp","10^-4",1.6585875,0.0588731429795091,8,0.020814799315288,22840.125,1139.09857061249,402.732161859999,15320.25,88.053149534001,31.1314895701626
23.0000675,"Pp","10^-5",1.553625,0.0536332186509176,8,0.0189622063024623,18423.875,517.847036847203,183.086575686009,15253,105.682813848124,37.3645171634419
23.0000675,"Pp","10^-6",1.3721375,0.0802037394479121,8,0.0283563040200688,15205.125,1178.75799497364,416.753885811861,15226.25,167.640559360965,59.2698881630221
24.0000727777778,"Bs","10^-2",0.6697125,0.0526856021942563,8,0.0186271732912278,4760.75,252.185730875367,89.1611202102287,30885.5,1073.14730715645,379.414869051205
24.0000727777778,"Bs","10^-3",0.6232875,0.0462888581934912,8,0.0163655827610001,4727.625,32.2885981645003,11.4157433585628,32927,1762.29825593091,623.066523620988
24.0000727777778,"Bs","10^-4",0.563225,0.0393360521659202,8,0.013907394615815,4831.125,241.79592192,85.4877680264426,25638.125,1284.44890211439,454.12126438635
24.0000727777778,"Bs","10^-5",0.46345,0.114498621326697,8,0.0404813757883089,4781,596.754555910552,210.984596594159,20469.875,1476.62824778035,522.066923648546
24.0000727777778,"Bs","10^-6",0.3419875,0.121467566952782,8,0.0429452701432716,5015,603.059106319012,213.213591767236,17936.375,1806.92998816857,638.846223881661
24.0000727777778,"Bs","10^-7",0.231275,0.00681924796859176,8,0.00241096824059191,5312.625,32.7280460767214,11.5711116579177,17464.5,193.579072068385,68.4405372776774
24.0000727777778,"Pp","10^-1",1.655275,0.0486864530879557,8,0.0172132605652071,29399,1143.80492842342,404.396110621398,15861.75,153.605942965387,54.3079019506896
24.0000727777778,"Pp","10^-2",1.725625,0.0553921539054559,8,0.0195840838255384,28577.25,834.699903301437,295.110980940101,15895.625,174.777358373446,61.7931276518676
24.0000727777778,"Pp","10^-3",1.7236125,0.0498590423809248,8,0.0176278334855097,26235.125,512.326747719238,181.134858747761,15706,151.848608818125,53.6865905045198
24.0000727777778,"Pp","10^-4",1.6803625,0.0589113604736569,8,0.020828311239924,24031.875,1321.43238706013,467.196900884872,15392.625,146.013636838677,51.6236163771693
24.0000727777778,"Pp","10^-5",1.6176125,0.0525762422582671,8,0.0185885087150637,20027.875,453.219416271759,160.237261305585,15253.875,195.43171076217,69.0955439694093
24.0000727777778,"Pp","10^-6",1.4562,0.0519545680653505,8,0.0183687136963137,17007.5,1038.28209764289,367.088156013939,15245.625,124.063275906174,43.8629918447366
