"well","datetime","condition","wavelength","value","time"
"C...3",2026-04-26 15:57:00,"NI","OD600",1.4976,47.8333333333333
"D...3",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.6605,47.8333333333333
"E...3",2026-04-26 15:57:00,"Bs+Pp","OD600",1.5583,47.8333333333333
"F...3",2026-04-26 15:57:00,"Pp+NI","OD600",1.6919,47.8333333333333
"G...3",2026-04-26 15:57:00,"Pp","OD600",1.5733,47.8333333333333
"H...3",2026-04-26 15:57:00,"M9","OD600",0.2827,47.8333333333333
"A...4",2026-04-26 15:57:00,"Bs","OD600",0.7306,47.8333333333333
"B...4",2026-04-26 15:57:00,"Bs+NI","OD600",1.5718,47.8333333333333
"C...4",2026-04-26 15:57:00,"NI","OD600",1.5729,47.8333333333333
"D...4",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.6856,47.8333333333333
"E...4",2026-04-26 15:57:00,"Bs+Pp","OD600",1.5494,47.8333333333333
"F...4",2026-04-26 15:57:00,"Pp+NI","OD600",1.6817,47.8333333333333
"G...4",2026-04-26 15:57:00,"Pp","OD600",1.5877,47.8333333333333
"H...4",2026-04-26 15:57:00,"M9","OD600",0.2848,47.8333333333333
"A...5",2026-04-26 15:57:00,"Bs","OD600",0.7268,47.8333333333333
"B...5",2026-04-26 15:57:00,"Bs+NI","OD600",1.5468,47.8333333333333
"C...5",2026-04-26 15:57:00,"NI","OD600",1.5719,47.8333333333333
"D...5",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.7099,47.8333333333333
"E...5",2026-04-26 15:57:00,"Bs+Pp","OD600",1.6154,47.8333333333333
"F...5",2026-04-26 15:57:00,"Pp+NI","OD600",1.7446,47.8333333333333
"G...5",2026-04-26 15:57:00,"Pp","OD600",1.577,47.8333333333333
"H...5",2026-04-26 15:57:00,"M9","OD600",0.2856,47.8333333333333
"A...6",2026-04-26 15:57:00,"Bs","OD600",0.7014,47.8333333333333
"B...6",2026-04-26 15:57:00,"Bs+NI","OD600",1.5097,47.8333333333333
"C...6",2026-04-26 15:57:00,"NI","OD600",1.5887,47.8333333333333
"D...6",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.6915,47.8333333333333
"E...6",2026-04-26 15:57:00,"Bs+Pp","OD600",1.6178,47.8333333333333
"F...6",2026-04-26 15:57:00,"Pp+NI","OD600",1.7166,47.8333333333333
"G...6",2026-04-26 15:57:00,"Pp","OD600",1.5806,47.8333333333333
"H...6",2026-04-26 15:57:00,"M9","OD600",0.2879,47.8333333333333
"A...7",2026-04-26 15:57:00,"Bs","OD600",0.7072,47.8333333333333
"B...7",2026-04-26 15:57:00,"Bs+NI","OD600",1.5676,47.8333333333333
"C...7",2026-04-26 15:57:00,"NI","OD600",1.5367,47.8333333333333
"D...7",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.7393,47.8333333333333
"E...7",2026-04-26 15:57:00,"Bs+Pp","OD600",1.5939,47.8333333333333
"F...7",2026-04-26 15:57:00,"Pp+NI","OD600",1.7707,47.8333333333333
"G...7",2026-04-26 15:57:00,"Pp","OD600",1.5965,47.8333333333333
"H...7",2026-04-26 15:57:00,"M9","OD600",0.2912,47.8333333333333
"A...8",2026-04-26 15:57:00,"Bs","OD600",0.6655,47.8333333333333
"B...8",2026-04-26 15:57:00,"Bs+NI","OD600",1.4658,47.8333333333333
"C...8",2026-04-26 15:57:00,"NI","OD600",1.5975,47.8333333333333
"D...8",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.7011,47.8333333333333
"E...8",2026-04-26 15:57:00,"Bs+Pp","OD600",1.6176,47.8333333333333
"F...8",2026-04-26 15:57:00,"Pp+NI","OD600",1.7178,47.8333333333333
"G...8",2026-04-26 15:57:00,"Pp","OD600",1.5948,47.8333333333333
"H...8",2026-04-26 15:57:00,"M9","OD600",0.2905,47.8333333333333
"A...9",2026-04-26 15:57:00,"Bs","OD600",0.6241,47.8333333333333
"B...9",2026-04-26 15:57:00,"Bs+NI","OD600",1.5402,47.8333333333333
"C...9",2026-04-26 15:57:00,"NI","OD600",1.5728,47.8333333333333
"D...9",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.7054,47.8333333333333
"E...9",2026-04-26 15:57:00,"Bs+Pp","OD600",1.596,47.8333333333333
"F...9",2026-04-26 15:57:00,"Pp+NI","OD600",1.714,47.8333333333333
"G...9",2026-04-26 15:57:00,"Pp","OD600",1.5639,47.8333333333333
"H...9",2026-04-26 15:57:00,"M9","OD600",0.2871,47.8333333333333
"A...10",2026-04-26 15:57:00,"Bs","OD600",0.6511,47.8333333333333
"B...10",2026-04-26 15:57:00,"Bs+NI","OD600",1.5571,47.8333333333333
"C...10",2026-04-26 15:57:00,"NI","OD600",1.5469,47.8333333333333
"D...10",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.6716,47.8333333333333
"E...10",2026-04-26 15:57:00,"Bs+Pp","OD600",1.6251,47.8333333333333
"F...10",2026-04-26 15:57:00,"Pp+NI","OD600",1.7347,47.8333333333333
"G...10",2026-04-26 15:57:00,"Pp","OD600",1.6007,47.8333333333333
"H...10",2026-04-26 15:57:00,"M9","OD600",0.2879,47.8333333333333
"A...11",2026-04-26 15:57:00,"Bs","OD600",0.6525,47.8333333333333
"B...11",2026-04-26 15:57:00,"Bs+NI","OD600",1.5473,47.8333333333333
"C...11",2026-04-26 15:57:00,"NI","OD600",1.5915,47.8333333333333
"D...11",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.7494,47.8333333333333
"E...11",2026-04-26 15:57:00,"Bs+Pp","OD600",1.6074,47.8333333333333
"F...11",2026-04-26 15:57:00,"Pp+NI","OD600",1.7619,47.8333333333333
"G...11",2026-04-26 15:57:00,"Pp","OD600",1.5986,47.8333333333333
"H...11",2026-04-26 15:57:00,"M9","OD600",0.2885,47.8333333333333
"A...12",2026-04-26 15:57:00,"Bs","OD600",0.6533,47.8333333333333
"B...12",2026-04-26 15:57:00,"Bs+NI","OD600",1.5491,47.8333333333333
"C...12",2026-04-26 15:57:00,"NI","OD600",1.5375,47.8333333333333
"D...12",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.64,47.8333333333333
"E...12",2026-04-26 15:57:00,"Bs+Pp","OD600",1.539,47.8333333333333
"F...12",2026-04-26 15:57:00,"Pp+NI","OD600",1.6876,47.8333333333333
"G...12",2026-04-26 15:57:00,"Pp","OD600",0.2527,47.8333333333333
"H...12",2026-04-26 15:57:00,"M9","OD600",0.2904,47.8333333333333
"A...13",2026-04-26 15:57:00,"Bs","OD600",0.6595,47.8333333333333
"B...13",2026-04-26 15:57:00,"Bs+NI","OD600",1.603,47.8333333333333
"C...13",2026-04-26 15:57:00,"NI","OD600",1.5526,47.8333333333333
"D...13",2026-04-26 15:57:00,"Bs+Pp+NI","OD600",1.6307,47.8333333333333
"E...13",2026-04-26 15:57:00,"Bs+Pp","OD600",1.5438,47.8333333333333
"F...13",2026-04-26 15:57:00,"Pp+NI","OD600",1.6754,47.8333333333333
"G...13",2026-04-26 15:57:00,"Pp","OD600",1.5845,47.8333333333333
"H...13",2026-04-26 15:57:00,"M9","OD600",0.286,47.8333333333333
"A...2",2026-04-26 15:57:00,"Bs","GFP70",1968,47.8333333333333
"B...2",2026-04-26 15:57:00,"Bs+NI","GFP70",2312,47.8333333333333
"C...2",2026-04-26 15:57:00,"NI","GFP70",2426,47.8333333333333
"D...2",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",7700,47.8333333333333
"E...2",2026-04-26 15:57:00,"Bs+Pp","GFP70",9636,47.8333333333333
"F...2",2026-04-26 15:57:00,"Pp+NI","GFP70",8097,47.8333333333333
"G...2",2026-04-26 15:57:00,"Pp","GFP70",9232,47.8333333333333
"H...2",2026-04-26 15:57:00,"M9","GFP70",2061,47.8333333333333
"A...3",2026-04-26 15:57:00,"Bs","GFP70",1967,47.8333333333333
"B...3",2026-04-26 15:57:00,"Bs+NI","GFP70",2346,47.8333333333333
"C...3",2026-04-26 15:57:00,"NI","GFP70",2380,47.8333333333333
"D...3",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",7941,47.8333333333333
"E...3",2026-04-26 15:57:00,"Bs+Pp","GFP70",9635,47.8333333333333
"F...3",2026-04-26 15:57:00,"Pp+NI","GFP70",8325,47.8333333333333
"G...3",2026-04-26 15:57:00,"Pp","GFP70",9077,47.8333333333333
"H...3",2026-04-26 15:57:00,"M9","GFP70",2064,47.8333333333333
"A...4",2026-04-26 15:57:00,"Bs","GFP70",1973,47.8333333333333
"B...4",2026-04-26 15:57:00,"Bs+NI","GFP70",2327,47.8333333333333
"C...4",2026-04-26 15:57:00,"NI","GFP70",2497,47.8333333333333
"D...4",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8522,47.8333333333333
"E...4",2026-04-26 15:57:00,"Bs+Pp","GFP70",9375,47.8333333333333
"F...4",2026-04-26 15:57:00,"Pp+NI","GFP70",8532,47.8333333333333
"G...4",2026-04-26 15:57:00,"Pp","GFP70",9371,47.8333333333333
"H...4",2026-04-26 15:57:00,"M9","GFP70",2077,47.8333333333333
"A...5",2026-04-26 15:57:00,"Bs","GFP70",1982,47.8333333333333
"B...5",2026-04-26 15:57:00,"Bs+NI","GFP70",2398,47.8333333333333
"C...5",2026-04-26 15:57:00,"NI","GFP70",2441,47.8333333333333
"D...5",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8123,47.8333333333333
"E...5",2026-04-26 15:57:00,"Bs+Pp","GFP70",9635,47.8333333333333
"F...5",2026-04-26 15:57:00,"Pp+NI","GFP70",8504,47.8333333333333
"G...5",2026-04-26 15:57:00,"Pp","GFP70",9136,47.8333333333333
"H...5",2026-04-26 15:57:00,"M9","GFP70",2077,47.8333333333333
"A...6",2026-04-26 15:57:00,"Bs","GFP70",1979,47.8333333333333
"B...6",2026-04-26 15:57:00,"Bs+NI","GFP70",2359,47.8333333333333
"C...6",2026-04-26 15:57:00,"NI","GFP70",2503,47.8333333333333
"D...6",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",7975,47.8333333333333
"E...6",2026-04-26 15:57:00,"Bs+Pp","GFP70",9798,47.8333333333333
"F...6",2026-04-26 15:57:00,"Pp+NI","GFP70",8313,47.8333333333333
"G...6",2026-04-26 15:57:00,"Pp","GFP70",8817,47.8333333333333
"H...6",2026-04-26 15:57:00,"M9","GFP70",2095,47.8333333333333
"A...7",2026-04-26 15:57:00,"Bs","GFP70",1990,47.8333333333333
"B...7",2026-04-26 15:57:00,"Bs+NI","GFP70",2228,47.8333333333333
"C...7",2026-04-26 15:57:00,"NI","GFP70",2445,47.8333333333333
"D...7",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8140,47.8333333333333
"E...7",2026-04-26 15:57:00,"Bs+Pp","GFP70",9487,47.8333333333333
"F...7",2026-04-26 15:57:00,"Pp+NI","GFP70",8436,47.8333333333333
"G...7",2026-04-26 15:57:00,"Pp","GFP70",9475,47.8333333333333
"H...7",2026-04-26 15:57:00,"M9","GFP70",2083,47.8333333333333
"A...8",2026-04-26 15:57:00,"Bs","GFP70",1980,47.8333333333333
"B...8",2026-04-26 15:57:00,"Bs+NI","GFP70",2206,47.8333333333333
"C...8",2026-04-26 15:57:00,"NI","GFP70",2436,47.8333333333333
"D...8",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8340,47.8333333333333
"E...8",2026-04-26 15:57:00,"Bs+Pp","GFP70",9756,47.8333333333333
"F...8",2026-04-26 15:57:00,"Pp+NI","GFP70",8212,47.8333333333333
"G...8",2026-04-26 15:57:00,"Pp","GFP70",9536,47.8333333333333
"H...8",2026-04-26 15:57:00,"M9","GFP70",2116,47.8333333333333
"A...9",2026-04-26 15:57:00,"Bs","GFP70",1974,47.8333333333333
"B...9",2026-04-26 15:57:00,"Bs+NI","GFP70",2378,47.8333333333333
"C...9",2026-04-26 15:57:00,"NI","GFP70",2487,47.8333333333333
"D...9",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8169,47.8333333333333
"E...9",2026-04-26 15:57:00,"Bs+Pp","GFP70",9914,47.8333333333333
"F...9",2026-04-26 15:57:00,"Pp+NI","GFP70",8343,47.8333333333333
"G...9",2026-04-26 15:57:00,"Pp","GFP70",9338,47.8333333333333
"H...9",2026-04-26 15:57:00,"M9","GFP70",2098,47.8333333333333
"A...10",2026-04-26 15:57:00,"Bs","GFP70",2034,47.8333333333333
"B...10",2026-04-26 15:57:00,"Bs+NI","GFP70",2378,47.8333333333333
"C...10",2026-04-26 15:57:00,"NI","GFP70",2291,47.8333333333333
"D...10",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8115,47.8333333333333
"E...10",2026-04-26 15:57:00,"Bs+Pp","GFP70",9607,47.8333333333333
"F...10",2026-04-26 15:57:00,"Pp+NI","GFP70",7902,47.8333333333333
"G...10",2026-04-26 15:57:00,"Pp","GFP70",9390,47.8333333333333
"H...10",2026-04-26 15:57:00,"M9","GFP70",2129,47.8333333333333
"A...11",2026-04-26 15:57:00,"Bs","GFP70",2001,47.8333333333333
"B...11",2026-04-26 15:57:00,"Bs+NI","GFP70",2452,47.8333333333333
"C...11",2026-04-26 15:57:00,"NI","GFP70",2588,47.8333333333333
"D...11",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8342,47.8333333333333
"E...11",2026-04-26 15:57:00,"Bs+Pp","GFP70",10185,47.8333333333333
"F...11",2026-04-26 15:57:00,"Pp+NI","GFP70",8808,47.8333333333333
"G...11",2026-04-26 15:57:00,"Pp","GFP70",9687,47.8333333333333
"H...11",2026-04-26 15:57:00,"M9","GFP70",2137,47.8333333333333
"A...12",2026-04-26 15:57:00,"Bs","GFP70",2038,47.8333333333333
"B...12",2026-04-26 15:57:00,"Bs+NI","GFP70",2322,47.8333333333333
"C...12",2026-04-26 15:57:00,"NI","GFP70",2403,47.8333333333333
"D...12",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8331,47.8333333333333
"E...12",2026-04-26 15:57:00,"Bs+Pp","GFP70",10470,47.8333333333333
"F...12",2026-04-26 15:57:00,"Pp+NI","GFP70",8332,47.8333333333333
"G...12",2026-04-26 15:57:00,"Pp","GFP70",2060,47.8333333333333
"H...12",2026-04-26 15:57:00,"M9","GFP70",2144,47.8333333333333
"A...13",2026-04-26 15:57:00,"Bs","GFP70",2079,47.8333333333333
"B...13",2026-04-26 15:57:00,"Bs+NI","GFP70",2413,47.8333333333333
"C...13",2026-04-26 15:57:00,"NI","GFP70",2304,47.8333333333333
"D...13",2026-04-26 15:57:00,"Bs+Pp+NI","GFP70",8745,47.8333333333333
"E...13",2026-04-26 15:57:00,"Bs+Pp","GFP70",10960,47.8333333333333
"F...13",2026-04-26 15:57:00,"Pp+NI","GFP70",8465,47.8333333333333
"G...13",2026-04-26 15:57:00,"Pp","GFP70",8662,47.8333333333333
"H...13",2026-04-26 15:57:00,"M9","GFP70",2148,47.8333333333333
"A...2",2026-04-26 15:57:00,"Bs","RFP85",6525,47.8333333333333
"B...2",2026-04-26 15:57:00,"Bs+NI","RFP85",3450,47.8333333333333
"C...2",2026-04-26 15:57:00,"NI","RFP85",3261,47.8333333333333
"D...2",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3446,47.8333333333333
"E...2",2026-04-26 15:57:00,"Bs+Pp","RFP85",3281,47.8333333333333
"F...2",2026-04-26 15:57:00,"Pp+NI","RFP85",3409,47.8333333333333
"G...2",2026-04-26 15:57:00,"Pp","RFP85",3211,47.8333333333333
"H...2",2026-04-26 15:57:00,"M9","RFP85",3111,47.8333333333333
"A...3",2026-04-26 15:57:00,"Bs","RFP85",6554,47.8333333333333
"B...3",2026-04-26 15:57:00,"Bs+NI","RFP85",3257,47.8333333333333
"C...3",2026-04-26 15:57:00,"NI","RFP85",3230,47.8333333333333
"D...3",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3567,47.8333333333333
"E...3",2026-04-26 15:57:00,"Bs+Pp","RFP85",3265,47.8333333333333
"F...3",2026-04-26 15:57:00,"Pp+NI","RFP85",3512,47.8333333333333
"G...3",2026-04-26 15:57:00,"Pp","RFP85",3674,47.8333333333333
"H...3",2026-04-26 15:57:00,"M9","RFP85",3108,47.8333333333333
"A...4",2026-04-26 15:57:00,"Bs","RFP85",6181,47.8333333333333
"B...4",2026-04-26 15:57:00,"Bs+NI","RFP85",3286,47.8333333333333
"C...4",2026-04-26 15:57:00,"NI","RFP85",3339,47.8333333333333
"D...4",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3632,47.8333333333333
"E...4",2026-04-26 15:57:00,"Bs+Pp","RFP85",3352,47.8333333333333
"F...4",2026-04-26 15:57:00,"Pp+NI","RFP85",3517,47.8333333333333
"G...4",2026-04-26 15:57:00,"Pp","RFP85",3243,47.8333333333333
"H...4",2026-04-26 15:57:00,"M9","RFP85",3144,47.8333333333333
"A...5",2026-04-26 15:57:00,"Bs","RFP85",6195,47.8333333333333
"B...5",2026-04-26 15:57:00,"Bs+NI","RFP85",3438,47.8333333333333
"C...5",2026-04-26 15:57:00,"NI","RFP85",3352,47.8333333333333
"D...5",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3618,47.8333333333333
"E...5",2026-04-26 15:57:00,"Bs+Pp","RFP85",3395,47.8333333333333
"F...5",2026-04-26 15:57:00,"Pp+NI","RFP85",3554,47.8333333333333
"G...5",2026-04-26 15:57:00,"Pp","RFP85",3250,47.8333333333333
"H...5",2026-04-26 15:57:00,"M9","RFP85",3187,47.8333333333333
"A...6",2026-04-26 15:57:00,"Bs","RFP85",5830,47.8333333333333
"B...6",2026-04-26 15:57:00,"Bs+NI","RFP85",3306,47.8333333333333
"C...6",2026-04-26 15:57:00,"NI","RFP85",3450,47.8333333333333
"D...6",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3625,47.8333333333333
"E...6",2026-04-26 15:57:00,"Bs+Pp","RFP85",3339,47.8333333333333
"F...6",2026-04-26 15:57:00,"Pp+NI","RFP85",3522,47.8333333333333
"G...6",2026-04-26 15:57:00,"Pp","RFP85",3239,47.8333333333333
"H...6",2026-04-26 15:57:00,"M9","RFP85",3362,47.8333333333333
"A...7",2026-04-26 15:57:00,"Bs","RFP85",6143,47.8333333333333
"B...7",2026-04-26 15:57:00,"Bs+NI","RFP85",3172,47.8333333333333
"C...7",2026-04-26 15:57:00,"NI","RFP85",3413,47.8333333333333
"D...7",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3649,47.8333333333333
"E...7",2026-04-26 15:57:00,"Bs+Pp","RFP85",3357,47.8333333333333
"F...7",2026-04-26 15:57:00,"Pp+NI","RFP85",3581,47.8333333333333
"G...7",2026-04-26 15:57:00,"Pp","RFP85",3275,47.8333333333333
"H...7",2026-04-26 15:57:00,"M9","RFP85",3150,47.8333333333333
"A...8",2026-04-26 15:57:00,"Bs","RFP85",5768,47.8333333333333
"B...8",2026-04-26 15:57:00,"Bs+NI","RFP85",3117,47.8333333333333
"C...8",2026-04-26 15:57:00,"NI","RFP85",3341,47.8333333333333
"D...8",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",4100,47.8333333333333
"E...8",2026-04-26 15:57:00,"Bs+Pp","RFP85",3355,47.8333333333333
"F...8",2026-04-26 15:57:00,"Pp+NI","RFP85",3635,47.8333333333333
"G...8",2026-04-26 15:57:00,"Pp","RFP85",3303,47.8333333333333
"H...8",2026-04-26 15:57:00,"M9","RFP85",3244,47.8333333333333
"A...9",2026-04-26 15:57:00,"Bs","RFP85",5708,47.8333333333333
"B...9",2026-04-26 15:57:00,"Bs+NI","RFP85",3385,47.8333333333333
"C...9",2026-04-26 15:57:00,"NI","RFP85",3428,47.8333333333333
"D...9",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3704,47.8333333333333
"E...9",2026-04-26 15:57:00,"Bs+Pp","RFP85",3392,47.8333333333333
"F...9",2026-04-26 15:57:00,"Pp+NI","RFP85",3394,47.8333333333333
"G...9",2026-04-26 15:57:00,"Pp","RFP85",3352,47.8333333333333
"H...9",2026-04-26 15:57:00,"M9","RFP85",3226,47.8333333333333
"A...10",2026-04-26 15:57:00,"Bs","RFP85",7151,47.8333333333333
"B...10",2026-04-26 15:57:00,"Bs+NI","RFP85",3688,47.8333333333333
"C...10",2026-04-26 15:57:00,"NI","RFP85",3080,47.8333333333333
"D...10",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3785,47.8333333333333
"E...10",2026-04-26 15:57:00,"Bs+Pp","RFP85",3376,47.8333333333333
"F...10",2026-04-26 15:57:00,"Pp+NI","RFP85",3518,47.8333333333333
"G...10",2026-04-26 15:57:00,"Pp","RFP85",3360,47.8333333333333
"H...10",2026-04-26 15:57:00,"M9","RFP85",3249,47.8333333333333
"A...11",2026-04-26 15:57:00,"Bs","RFP85",10605,47.8333333333333
"B...11",2026-04-26 15:57:00,"Bs+NI","RFP85",12415,47.8333333333333
"C...11",2026-04-26 15:57:00,"NI","RFP85",8022,47.8333333333333
"D...11",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3773,47.8333333333333
"E...11",2026-04-26 15:57:00,"Bs+Pp","RFP85",3408,47.8333333333333
"F...11",2026-04-26 15:57:00,"Pp+NI","RFP85",3520,47.8333333333333
"G...11",2026-04-26 15:57:00,"Pp","RFP85",3325,47.8333333333333
"H...11",2026-04-26 15:57:00,"M9","RFP85",3231,47.8333333333333
"A...12",2026-04-26 15:57:00,"Bs","RFP85",8068,47.8333333333333
"B...12",2026-04-26 15:57:00,"Bs+NI","RFP85",6751,47.8333333333333
"C...12",2026-04-26 15:57:00,"NI","RFP85",4756,47.8333333333333
"D...12",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",4102,47.8333333333333
"E...12",2026-04-26 15:57:00,"Bs+Pp","RFP85",3475,47.8333333333333
"F...12",2026-04-26 15:57:00,"Pp+NI","RFP85",3607,47.8333333333333
"G...12",2026-04-26 15:57:00,"Pp","RFP85",3102,47.8333333333333
"H...12",2026-04-26 15:57:00,"M9","RFP85",3302,47.8333333333333
"A...13",2026-04-26 15:57:00,"Bs","RFP85",8538,47.8333333333333
"B...13",2026-04-26 15:57:00,"Bs+NI","RFP85",3465,47.8333333333333
"C...13",2026-04-26 15:57:00,"NI","RFP85",3121,47.8333333333333
"D...13",2026-04-26 15:57:00,"Bs+Pp+NI","RFP85",3685,47.8333333333333
"E...13",2026-04-26 15:57:00,"Bs+Pp","RFP85",3479,47.8333333333333
"F...13",2026-04-26 15:57:00,"Pp+NI","RFP85",3561,47.8333333333333
"G...13",2026-04-26 15:57:00,"Pp","RFP85",3406,47.8333333333333
"H...13",2026-04-26 15:57:00,"M9","RFP85",3322,47.8333333333333
"A...2",2026-04-26 15:57:00,"Bs","RFP90",9570,47.8333333333333
"B...2",2026-04-26 15:57:00,"Bs+NI","RFP90",5151,47.8333333333333
"C...2",2026-04-26 15:57:00,"NI","RFP90",4874,47.8333333333333
"D...2",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5069,47.8333333333333
"E...2",2026-04-26 15:57:00,"Bs+Pp","RFP90",4897,47.8333333333333
"F...2",2026-04-26 15:57:00,"Pp+NI","RFP90",5081,47.8333333333333
"G...2",2026-04-26 15:57:00,"Pp","RFP90",4791,47.8333333333333
"H...2",2026-04-26 15:57:00,"M9","RFP90",4624,47.8333333333333
"A...3",2026-04-26 15:57:00,"Bs","RFP90",9720,47.8333333333333
"B...3",2026-04-26 15:57:00,"Bs+NI","RFP90",4852,47.8333333333333
"C...3",2026-04-26 15:57:00,"NI","RFP90",4787,47.8333333333333
"D...3",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5313,47.8333333333333
"E...3",2026-04-26 15:57:00,"Bs+Pp","RFP90",4933,47.8333333333333
"F...3",2026-04-26 15:57:00,"Pp+NI","RFP90",5183,47.8333333333333
"G...3",2026-04-26 15:57:00,"Pp","RFP90",5440,47.8333333333333
"H...3",2026-04-26 15:57:00,"M9","RFP90",4669,47.8333333333333
"A...4",2026-04-26 15:57:00,"Bs","RFP90",9227,47.8333333333333
"B...4",2026-04-26 15:57:00,"Bs+NI","RFP90",4869,47.8333333333333
"C...4",2026-04-26 15:57:00,"NI","RFP90",4985,47.8333333333333
"D...4",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5430,47.8333333333333
"E...4",2026-04-26 15:57:00,"Bs+Pp","RFP90",4995,47.8333333333333
"F...4",2026-04-26 15:57:00,"Pp+NI","RFP90",5295,47.8333333333333
"G...4",2026-04-26 15:57:00,"Pp","RFP90",4824,47.8333333333333
"H...4",2026-04-26 15:57:00,"M9","RFP90",4696,47.8333333333333
"A...5",2026-04-26 15:57:00,"Bs","RFP90",9156,47.8333333333333
"B...5",2026-04-26 15:57:00,"Bs+NI","RFP90",5120,47.8333333333333
"C...5",2026-04-26 15:57:00,"NI","RFP90",5003,47.8333333333333
"D...5",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5409,47.8333333333333
"E...5",2026-04-26 15:57:00,"Bs+Pp","RFP90",5008,47.8333333333333
"F...5",2026-04-26 15:57:00,"Pp+NI","RFP90",5306,47.8333333333333
"G...5",2026-04-26 15:57:00,"Pp","RFP90",4747,47.8333333333333
"H...5",2026-04-26 15:57:00,"M9","RFP90",4705,47.8333333333333
"A...6",2026-04-26 15:57:00,"Bs","RFP90",8700,47.8333333333333
"B...6",2026-04-26 15:57:00,"Bs+NI","RFP90",4907,47.8333333333333
"C...6",2026-04-26 15:57:00,"NI","RFP90",5100,47.8333333333333
"D...6",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5414,47.8333333333333
"E...6",2026-04-26 15:57:00,"Bs+Pp","RFP90",4997,47.8333333333333
"F...6",2026-04-26 15:57:00,"Pp+NI","RFP90",5287,47.8333333333333
"G...6",2026-04-26 15:57:00,"Pp","RFP90",4789,47.8333333333333
"H...6",2026-04-26 15:57:00,"M9","RFP90",5046,47.8333333333333
"A...7",2026-04-26 15:57:00,"Bs","RFP90",9180,47.8333333333333
"B...7",2026-04-26 15:57:00,"Bs+NI","RFP90",4722,47.8333333333333
"C...7",2026-04-26 15:57:00,"NI","RFP90",5040,47.8333333333333
"D...7",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5454,47.8333333333333
"E...7",2026-04-26 15:57:00,"Bs+Pp","RFP90",5038,47.8333333333333
"F...7",2026-04-26 15:57:00,"Pp+NI","RFP90",5292,47.8333333333333
"G...7",2026-04-26 15:57:00,"Pp","RFP90",4894,47.8333333333333
"H...7",2026-04-26 15:57:00,"M9","RFP90",4693,47.8333333333333
"A...8",2026-04-26 15:57:00,"Bs","RFP90",8545,47.8333333333333
"B...8",2026-04-26 15:57:00,"Bs+NI","RFP90",4649,47.8333333333333
"C...8",2026-04-26 15:57:00,"NI","RFP90",4993,47.8333333333333
"D...8",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",6166,47.8333333333333
"E...8",2026-04-26 15:57:00,"Bs+Pp","RFP90",5031,47.8333333333333
"F...8",2026-04-26 15:57:00,"Pp+NI","RFP90",5324,47.8333333333333
"G...8",2026-04-26 15:57:00,"Pp","RFP90",4941,47.8333333333333
"H...8",2026-04-26 15:57:00,"M9","RFP90",4831,47.8333333333333
"A...9",2026-04-26 15:57:00,"Bs","RFP90",8554,47.8333333333333
"B...9",2026-04-26 15:57:00,"Bs+NI","RFP90",5066,47.8333333333333
"C...9",2026-04-26 15:57:00,"NI","RFP90",5091,47.8333333333333
"D...9",2026-04-26 15:57:00,"Bs+Pp+NI","RFP90",5502,47.8333333333333
"E...9",2026-04-26 15:57:00,"Bs+Pp","RFP90",5141,47.8333333333333
