"well","datetime","condition","wavelength","value","timepoint","time"
"F...11",2026-03-13 11:33:13,"Pp","OD600",1.2887,"t19.5",19.3891666666667
"G...11",2026-03-13 11:33:13,"Pp+Soil","OD600",1.3017,"t19.5",19.3891666666667
"H...11",2026-03-13 11:33:13,"M9","OD600",0.2112,"t19.5",19.3891666666667
"A...12",2026-03-13 11:33:13,"Bs","OD600",0.2296,"t19.5",19.3891666666667
"B...12",2026-03-13 11:33:13,"Bs+Soil","OD600",0.2198,"t19.5",19.3891666666667
"C...12",2026-03-13 11:33:13,"Soil","OD600",0.2203,"t19.5",19.3891666666667
"D...12",2026-03-13 11:33:13,"Bs+Pp","OD600",1.2707,"t19.5",19.3891666666667
"E...12",2026-03-13 11:33:13,"Bs+Pp+Soil","OD600",1.312,"t19.5",19.3891666666667
"F...12",2026-03-13 11:33:13,"Pp","OD600",1.2709,"t19.5",19.3891666666667
"G...12",2026-03-13 11:33:13,"Pp+Soil","OD600",1.2853,"t19.5",19.3891666666667
"H...12",2026-03-13 11:33:13,"M9","OD600",0.2092,"t19.5",19.3891666666667
"A...13",2026-03-13 11:33:13,"Bs","OD600",0.2234,"t19.5",19.3891666666667
"B...13",2026-03-13 11:33:13,"Bs+Soil","OD600",0.2136,"t19.5",19.3891666666667
"C...13",2026-03-13 11:33:13,"Soil","OD600",0.2004,"t19.5",19.3891666666667
"D...13",2026-03-13 11:33:13,"Bs+Pp","OD600",1.2549,"t19.5",19.3891666666667
"E...13",2026-03-13 11:33:13,"Bs+Pp+Soil","OD600",1.2528,"t19.5",19.3891666666667
"F...13",2026-03-13 11:33:13,"Pp","OD600",1.1836,"t19.5",19.3891666666667
"G...13",2026-03-13 11:33:13,"Pp+Soil","OD600",1.258,"t19.5",19.3891666666667
"H...13",2026-03-13 11:33:13,"M9","OD600",0.1933,"t19.5",19.3891666666667
"A...2",2026-03-13 11:33:13,"Bs","GFP100",790,"t19.5",19.3891666666667
"B...2",2026-03-13 11:33:13,"Bs+Soil","GFP100",802,"t19.5",19.3891666666667
"C...2",2026-03-13 11:33:13,"Soil","GFP100",824,"t19.5",19.3891666666667
"D...2",2026-03-13 11:33:13,"Bs+Pp","GFP100",2691,"t19.5",19.3891666666667
"E...2",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2295,"t19.5",19.3891666666667
"F...2",2026-03-13 11:33:13,"Pp","GFP100",2560,"t19.5",19.3891666666667
"G...2",2026-03-13 11:33:13,"Pp+Soil","GFP100",2414,"t19.5",19.3891666666667
"H...2",2026-03-13 11:33:13,"M9","GFP100",841,"t19.5",19.3891666666667
"A...3",2026-03-13 11:33:13,"Bs","GFP100",798,"t19.5",19.3891666666667
"B...3",2026-03-13 11:33:13,"Bs+Soil","GFP100",810,"t19.5",19.3891666666667
"C...3",2026-03-13 11:33:13,"Soil","GFP100",833,"t19.5",19.3891666666667
"D...3",2026-03-13 11:33:13,"Bs+Pp","GFP100",2286,"t19.5",19.3891666666667
"E...3",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2347,"t19.5",19.3891666666667
"F...3",2026-03-13 11:33:13,"Pp","GFP100",2182,"t19.5",19.3891666666667
"G...3",2026-03-13 11:33:13,"Pp+Soil","GFP100",2426,"t19.5",19.3891666666667
"H...3",2026-03-13 11:33:13,"M9","GFP100",855,"t19.5",19.3891666666667
"A...4",2026-03-13 11:33:13,"Bs","GFP100",797,"t19.5",19.3891666666667
"B...4",2026-03-13 11:33:13,"Bs+Soil","GFP100",822,"t19.5",19.3891666666667
"C...4",2026-03-13 11:33:13,"Soil","GFP100",836,"t19.5",19.3891666666667
"D...4",2026-03-13 11:33:13,"Bs+Pp","GFP100",2258,"t19.5",19.3891666666667
"E...4",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2322,"t19.5",19.3891666666667
"F...4",2026-03-13 11:33:13,"Pp","GFP100",2256,"t19.5",19.3891666666667
"G...4",2026-03-13 11:33:13,"Pp+Soil","GFP100",2413,"t19.5",19.3891666666667
"H...4",2026-03-13 11:33:13,"M9","GFP100",874,"t19.5",19.3891666666667
"A...5",2026-03-13 11:33:13,"Bs","GFP100",791,"t19.5",19.3891666666667
"B...5",2026-03-13 11:33:13,"Bs+Soil","GFP100",822,"t19.5",19.3891666666667
"C...5",2026-03-13 11:33:13,"Soil","GFP100",861,"t19.5",19.3891666666667
"D...5",2026-03-13 11:33:13,"Bs+Pp","GFP100",2222,"t19.5",19.3891666666667
"E...5",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2277,"t19.5",19.3891666666667
"F...5",2026-03-13 11:33:13,"Pp","GFP100",2346,"t19.5",19.3891666666667
"G...5",2026-03-13 11:33:13,"Pp+Soil","GFP100",2406,"t19.5",19.3891666666667
"H...5",2026-03-13 11:33:13,"M9","GFP100",845,"t19.5",19.3891666666667
"A...6",2026-03-13 11:33:13,"Bs","GFP100",791,"t19.5",19.3891666666667
"B...6",2026-03-13 11:33:13,"Bs+Soil","GFP100",815,"t19.5",19.3891666666667
"C...6",2026-03-13 11:33:13,"Soil","GFP100",836,"t19.5",19.3891666666667
"D...6",2026-03-13 11:33:13,"Bs+Pp","GFP100",2232,"t19.5",19.3891666666667
"E...6",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2265,"t19.5",19.3891666666667
"F...6",2026-03-13 11:33:13,"Pp","GFP100",2201,"t19.5",19.3891666666667
"G...6",2026-03-13 11:33:13,"Pp+Soil","GFP100",2434,"t19.5",19.3891666666667
"H...6",2026-03-13 11:33:13,"M9","GFP100",845,"t19.5",19.3891666666667
"A...7",2026-03-13 11:33:13,"Bs","GFP100",793,"t19.5",19.3891666666667
"B...7",2026-03-13 11:33:13,"Bs+Soil","GFP100",821,"t19.5",19.3891666666667
"C...7",2026-03-13 11:33:13,"Soil","GFP100",832,"t19.5",19.3891666666667
"D...7",2026-03-13 11:33:13,"Bs+Pp","GFP100",2367,"t19.5",19.3891666666667
"E...7",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2168,"t19.5",19.3891666666667
"F...7",2026-03-13 11:33:13,"Pp","GFP100",2203,"t19.5",19.3891666666667
"G...7",2026-03-13 11:33:13,"Pp+Soil","GFP100",2389,"t19.5",19.3891666666667
"H...7",2026-03-13 11:33:13,"M9","GFP100",809,"t19.5",19.3891666666667
"A...8",2026-03-13 11:33:13,"Bs","GFP100",797,"t19.5",19.3891666666667
"B...8",2026-03-13 11:33:13,"Bs+Soil","GFP100",820,"t19.5",19.3891666666667
"C...8",2026-03-13 11:33:13,"Soil","GFP100",839,"t19.5",19.3891666666667
"D...8",2026-03-13 11:33:13,"Bs+Pp","GFP100",2178,"t19.5",19.3891666666667
"E...8",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2207,"t19.5",19.3891666666667
"F...8",2026-03-13 11:33:13,"Pp","GFP100",2344,"t19.5",19.3891666666667
"G...8",2026-03-13 11:33:13,"Pp+Soil","GFP100",2483,"t19.5",19.3891666666667
"H...8",2026-03-13 11:33:13,"M9","GFP100",853,"t19.5",19.3891666666667
"A...9",2026-03-13 11:33:13,"Bs","GFP100",809,"t19.5",19.3891666666667
"B...9",2026-03-13 11:33:13,"Bs+Soil","GFP100",817,"t19.5",19.3891666666667
"C...9",2026-03-13 11:33:13,"Soil","GFP100",835,"t19.5",19.3891666666667
"D...9",2026-03-13 11:33:13,"Bs+Pp","GFP100",2501,"t19.5",19.3891666666667
"E...9",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",3083,"t19.5",19.3891666666667
"F...9",2026-03-13 11:33:13,"Pp","GFP100",2291,"t19.5",19.3891666666667
"G...9",2026-03-13 11:33:13,"Pp+Soil","GFP100",2323,"t19.5",19.3891666666667
"H...9",2026-03-13 11:33:13,"M9","GFP100",854,"t19.5",19.3891666666667
"A...10",2026-03-13 11:33:13,"Bs","GFP100",804,"t19.5",19.3891666666667
"B...10",2026-03-13 11:33:13,"Bs+Soil","GFP100",838,"t19.5",19.3891666666667
"C...10",2026-03-13 11:33:13,"Soil","GFP100",843,"t19.5",19.3891666666667
"D...10",2026-03-13 11:33:13,"Bs+Pp","GFP100",2221,"t19.5",19.3891666666667
"E...10",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2351,"t19.5",19.3891666666667
"F...10",2026-03-13 11:33:13,"Pp","GFP100",2322,"t19.5",19.3891666666667
"G...10",2026-03-13 11:33:13,"Pp+Soil","GFP100",2427,"t19.5",19.3891666666667
"H...10",2026-03-13 11:33:13,"M9","GFP100",850,"t19.5",19.3891666666667
"A...11",2026-03-13 11:33:13,"Bs","GFP100",795,"t19.5",19.3891666666667
"B...11",2026-03-13 11:33:13,"Bs+Soil","GFP100",814,"t19.5",19.3891666666667
"C...11",2026-03-13 11:33:13,"Soil","GFP100",841,"t19.5",19.3891666666667
"D...11",2026-03-13 11:33:13,"Bs+Pp","GFP100",2256,"t19.5",19.3891666666667
"E...11",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2349,"t19.5",19.3891666666667
"F...11",2026-03-13 11:33:13,"Pp","GFP100",2323,"t19.5",19.3891666666667
"G...11",2026-03-13 11:33:13,"Pp+Soil","GFP100",2571,"t19.5",19.3891666666667
"H...11",2026-03-13 11:33:13,"M9","GFP100",861,"t19.5",19.3891666666667
"A...12",2026-03-13 11:33:13,"Bs","GFP100",798,"t19.5",19.3891666666667
"B...12",2026-03-13 11:33:13,"Bs+Soil","GFP100",829,"t19.5",19.3891666666667
"C...12",2026-03-13 11:33:13,"Soil","GFP100",848,"t19.5",19.3891666666667
"D...12",2026-03-13 11:33:13,"Bs+Pp","GFP100",2244,"t19.5",19.3891666666667
"E...12",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2405,"t19.5",19.3891666666667
"F...12",2026-03-13 11:33:13,"Pp","GFP100",2345,"t19.5",19.3891666666667
"G...12",2026-03-13 11:33:13,"Pp+Soil","GFP100",2564,"t19.5",19.3891666666667
"H...12",2026-03-13 11:33:13,"M9","GFP100",887,"t19.5",19.3891666666667
"A...13",2026-03-13 11:33:13,"Bs","GFP100",796,"t19.5",19.3891666666667
"B...13",2026-03-13 11:33:13,"Bs+Soil","GFP100",815,"t19.5",19.3891666666667
"C...13",2026-03-13 11:33:13,"Soil","GFP100",839,"t19.5",19.3891666666667
"D...13",2026-03-13 11:33:13,"Bs+Pp","GFP100",2549,"t19.5",19.3891666666667
"E...13",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP100",2480,"t19.5",19.3891666666667
"F...13",2026-03-13 11:33:13,"Pp","GFP100",2498,"t19.5",19.3891666666667
"G...13",2026-03-13 11:33:13,"Pp+Soil","GFP100",2549,"t19.5",19.3891666666667
"H...13",2026-03-13 11:33:13,"M9","GFP100",869,"t19.5",19.3891666666667
"A...2",2026-03-13 11:33:13,"Bs","GFP80",160,"t19.5",19.3891666666667
"B...2",2026-03-13 11:33:13,"Bs+Soil","GFP80",167,"t19.5",19.3891666666667
"C...2",2026-03-13 11:33:13,"Soil","GFP80",169,"t19.5",19.3891666666667
"D...2",2026-03-13 11:33:13,"Bs+Pp","GFP80",545,"t19.5",19.3891666666667
"E...2",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",473,"t19.5",19.3891666666667
"F...2",2026-03-13 11:33:13,"Pp","GFP80",520,"t19.5",19.3891666666667
"G...2",2026-03-13 11:33:13,"Pp+Soil","GFP80",500,"t19.5",19.3891666666667
"H...2",2026-03-13 11:33:13,"M9","GFP80",170,"t19.5",19.3891666666667
"A...3",2026-03-13 11:33:13,"Bs","GFP80",163,"t19.5",19.3891666666667
"B...3",2026-03-13 11:33:13,"Bs+Soil","GFP80",170,"t19.5",19.3891666666667
"C...3",2026-03-13 11:33:13,"Soil","GFP80",170,"t19.5",19.3891666666667
"D...3",2026-03-13 11:33:13,"Bs+Pp","GFP80",473,"t19.5",19.3891666666667
"E...3",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",483,"t19.5",19.3891666666667
"F...3",2026-03-13 11:33:13,"Pp","GFP80",452,"t19.5",19.3891666666667
"G...3",2026-03-13 11:33:13,"Pp+Soil","GFP80",496,"t19.5",19.3891666666667
"H...3",2026-03-13 11:33:13,"M9","GFP80",172,"t19.5",19.3891666666667
"A...4",2026-03-13 11:33:13,"Bs","GFP80",162,"t19.5",19.3891666666667
"B...4",2026-03-13 11:33:13,"Bs+Soil","GFP80",167,"t19.5",19.3891666666667
"C...4",2026-03-13 11:33:13,"Soil","GFP80",172,"t19.5",19.3891666666667
"D...4",2026-03-13 11:33:13,"Bs+Pp","GFP80",471,"t19.5",19.3891666666667
"E...4",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",477,"t19.5",19.3891666666667
"F...4",2026-03-13 11:33:13,"Pp","GFP80",466,"t19.5",19.3891666666667
"G...4",2026-03-13 11:33:13,"Pp+Soil","GFP80",496,"t19.5",19.3891666666667
"H...4",2026-03-13 11:33:13,"M9","GFP80",179,"t19.5",19.3891666666667
"A...5",2026-03-13 11:33:13,"Bs","GFP80",161,"t19.5",19.3891666666667
"B...5",2026-03-13 11:33:13,"Bs+Soil","GFP80",170,"t19.5",19.3891666666667
"C...5",2026-03-13 11:33:13,"Soil","GFP80",175,"t19.5",19.3891666666667
"D...5",2026-03-13 11:33:13,"Bs+Pp","GFP80",460,"t19.5",19.3891666666667
"E...5",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",464,"t19.5",19.3891666666667
"F...5",2026-03-13 11:33:13,"Pp","GFP80",474,"t19.5",19.3891666666667
"G...5",2026-03-13 11:33:13,"Pp+Soil","GFP80",495,"t19.5",19.3891666666667
"H...5",2026-03-13 11:33:13,"M9","GFP80",175,"t19.5",19.3891666666667
"A...6",2026-03-13 11:33:13,"Bs","GFP80",163,"t19.5",19.3891666666667
"B...6",2026-03-13 11:33:13,"Bs+Soil","GFP80",169,"t19.5",19.3891666666667
"C...6",2026-03-13 11:33:13,"Soil","GFP80",170,"t19.5",19.3891666666667
"D...6",2026-03-13 11:33:13,"Bs+Pp","GFP80",463,"t19.5",19.3891666666667
"E...6",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",473,"t19.5",19.3891666666667
"F...6",2026-03-13 11:33:13,"Pp","GFP80",453,"t19.5",19.3891666666667
"G...6",2026-03-13 11:33:13,"Pp+Soil","GFP80",494,"t19.5",19.3891666666667
"H...6",2026-03-13 11:33:13,"M9","GFP80",171,"t19.5",19.3891666666667
"A...7",2026-03-13 11:33:13,"Bs","GFP80",164,"t19.5",19.3891666666667
"B...7",2026-03-13 11:33:13,"Bs+Soil","GFP80",169,"t19.5",19.3891666666667
"C...7",2026-03-13 11:33:13,"Soil","GFP80",173,"t19.5",19.3891666666667
"D...7",2026-03-13 11:33:13,"Bs+Pp","GFP80",489,"t19.5",19.3891666666667
"E...7",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",451,"t19.5",19.3891666666667
"F...7",2026-03-13 11:33:13,"Pp","GFP80",455,"t19.5",19.3891666666667
"G...7",2026-03-13 11:33:13,"Pp+Soil","GFP80",487,"t19.5",19.3891666666667
"H...7",2026-03-13 11:33:13,"M9","GFP80",168,"t19.5",19.3891666666667
"A...8",2026-03-13 11:33:13,"Bs","GFP80",165,"t19.5",19.3891666666667
"B...8",2026-03-13 11:33:13,"Bs+Soil","GFP80",168,"t19.5",19.3891666666667
"C...8",2026-03-13 11:33:13,"Soil","GFP80",173,"t19.5",19.3891666666667
"D...8",2026-03-13 11:33:13,"Bs+Pp","GFP80",443,"t19.5",19.3891666666667
"E...8",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",454,"t19.5",19.3891666666667
"F...8",2026-03-13 11:33:13,"Pp","GFP80",480,"t19.5",19.3891666666667
"G...8",2026-03-13 11:33:13,"Pp+Soil","GFP80",511,"t19.5",19.3891666666667
"H...8",2026-03-13 11:33:13,"M9","GFP80",175,"t19.5",19.3891666666667
"A...9",2026-03-13 11:33:13,"Bs","GFP80",165,"t19.5",19.3891666666667
"B...9",2026-03-13 11:33:13,"Bs+Soil","GFP80",167,"t19.5",19.3891666666667
"C...9",2026-03-13 11:33:13,"Soil","GFP80",171,"t19.5",19.3891666666667
"D...9",2026-03-13 11:33:13,"Bs+Pp","GFP80",513,"t19.5",19.3891666666667
"E...9",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",634,"t19.5",19.3891666666667
"F...9",2026-03-13 11:33:13,"Pp","GFP80",468,"t19.5",19.3891666666667
"G...9",2026-03-13 11:33:13,"Pp+Soil","GFP80",482,"t19.5",19.3891666666667
"H...9",2026-03-13 11:33:13,"M9","GFP80",174,"t19.5",19.3891666666667
"A...10",2026-03-13 11:33:13,"Bs","GFP80",164,"t19.5",19.3891666666667
"B...10",2026-03-13 11:33:13,"Bs+Soil","GFP80",170,"t19.5",19.3891666666667
"C...10",2026-03-13 11:33:13,"Soil","GFP80",173,"t19.5",19.3891666666667
"D...10",2026-03-13 11:33:13,"Bs+Pp","GFP80",459,"t19.5",19.3891666666667
"E...10",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",482,"t19.5",19.3891666666667
"F...10",2026-03-13 11:33:13,"Pp","GFP80",470,"t19.5",19.3891666666667
"G...10",2026-03-13 11:33:13,"Pp+Soil","GFP80",501,"t19.5",19.3891666666667
"H...10",2026-03-13 11:33:13,"M9","GFP80",179,"t19.5",19.3891666666667
"A...11",2026-03-13 11:33:13,"Bs","GFP80",164,"t19.5",19.3891666666667
"B...11",2026-03-13 11:33:13,"Bs+Soil","GFP80",168,"t19.5",19.3891666666667
"C...11",2026-03-13 11:33:13,"Soil","GFP80",173,"t19.5",19.3891666666667
"D...11",2026-03-13 11:33:13,"Bs+Pp","GFP80",469,"t19.5",19.3891666666667
"E...11",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",484,"t19.5",19.3891666666667
"F...11",2026-03-13 11:33:13,"Pp","GFP80",475,"t19.5",19.3891666666667
"G...11",2026-03-13 11:33:13,"Pp+Soil","GFP80",526,"t19.5",19.3891666666667
"H...11",2026-03-13 11:33:13,"M9","GFP80",180,"t19.5",19.3891666666667
"A...12",2026-03-13 11:33:13,"Bs","GFP80",165,"t19.5",19.3891666666667
"B...12",2026-03-13 11:33:13,"Bs+Soil","GFP80",170,"t19.5",19.3891666666667
"C...12",2026-03-13 11:33:13,"Soil","GFP80",174,"t19.5",19.3891666666667
"D...12",2026-03-13 11:33:13,"Bs+Pp","GFP80",465,"t19.5",19.3891666666667
"E...12",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",498,"t19.5",19.3891666666667
"F...12",2026-03-13 11:33:13,"Pp","GFP80",480,"t19.5",19.3891666666667
"G...12",2026-03-13 11:33:13,"Pp+Soil","GFP80",523,"t19.5",19.3891666666667
"H...12",2026-03-13 11:33:13,"M9","GFP80",181,"t19.5",19.3891666666667
"A...13",2026-03-13 11:33:13,"Bs","GFP80",165,"t19.5",19.3891666666667
"B...13",2026-03-13 11:33:13,"Bs+Soil","GFP80",167,"t19.5",19.3891666666667
"C...13",2026-03-13 11:33:13,"Soil","GFP80",174,"t19.5",19.3891666666667
"D...13",2026-03-13 11:33:13,"Bs+Pp","GFP80",523,"t19.5",19.3891666666667
"E...13",2026-03-13 11:33:13,"Bs+Pp+Soil","GFP80",504,"t19.5",19.3891666666667
"F...13",2026-03-13 11:33:13,"Pp","GFP80",514,"t19.5",19.3891666666667
"G...13",2026-03-13 11:33:13,"Pp+Soil","GFP80",526,"t19.5",19.3891666666667
"H...13",2026-03-13 11:33:13,"M9","GFP80",180,"t19.5",19.3891666666667
"A...2",2026-03-13 11:33:13,"Bs","RFP100",28,"t19.5",19.3891666666667
"B...2",2026-03-13 11:33:13,"Bs+Soil","RFP100",25,"t19.5",19.3891666666667
"C...2",2026-03-13 11:33:13,"Soil","RFP100",21,"t19.5",19.3891666666667
"D...2",2026-03-13 11:33:13,"Bs+Pp","RFP100",11,"t19.5",19.3891666666667
"E...2",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...2",2026-03-13 11:33:13,"Pp","RFP100",11,"t19.5",19.3891666666667
"G...2",2026-03-13 11:33:13,"Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"H...2",2026-03-13 11:33:13,"M9","RFP100",21,"t19.5",19.3891666666667
"A...3",2026-03-13 11:33:13,"Bs","RFP100",31,"t19.5",19.3891666666667
"B...3",2026-03-13 11:33:13,"Bs+Soil","RFP100",25,"t19.5",19.3891666666667
"C...3",2026-03-13 11:33:13,"Soil","RFP100",22,"t19.5",19.3891666666667
"D...3",2026-03-13 11:33:13,"Bs+Pp","RFP100",13,"t19.5",19.3891666666667
"E...3",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...3",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...3",2026-03-13 11:33:13,"Pp+Soil","RFP100",11,"t19.5",19.3891666666667
"H...3",2026-03-13 11:33:13,"M9","RFP100",23,"t19.5",19.3891666666667
"A...4",2026-03-13 11:33:13,"Bs","RFP100",32,"t19.5",19.3891666666667
"B...4",2026-03-13 11:33:13,"Bs+Soil","RFP100",26,"t19.5",19.3891666666667
"C...4",2026-03-13 11:33:13,"Soil","RFP100",22,"t19.5",19.3891666666667
"D...4",2026-03-13 11:33:13,"Bs+Pp","RFP100",12,"t19.5",19.3891666666667
"E...4",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...4",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...4",2026-03-13 11:33:13,"Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"H...4",2026-03-13 11:33:13,"M9","RFP100",22,"t19.5",19.3891666666667
"A...5",2026-03-13 11:33:13,"Bs","RFP100",32,"t19.5",19.3891666666667
"B...5",2026-03-13 11:33:13,"Bs+Soil","RFP100",26,"t19.5",19.3891666666667
"C...5",2026-03-13 11:33:13,"Soil","RFP100",23,"t19.5",19.3891666666667
"D...5",2026-03-13 11:33:13,"Bs+Pp","RFP100",11,"t19.5",19.3891666666667
"E...5",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...5",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...5",2026-03-13 11:33:13,"Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"H...5",2026-03-13 11:33:13,"M9","RFP100",22,"t19.5",19.3891666666667
"A...6",2026-03-13 11:33:13,"Bs","RFP100",31,"t19.5",19.3891666666667
"B...6",2026-03-13 11:33:13,"Bs+Soil","RFP100",26,"t19.5",19.3891666666667
"C...6",2026-03-13 11:33:13,"Soil","RFP100",21,"t19.5",19.3891666666667
"D...6",2026-03-13 11:33:13,"Bs+Pp","RFP100",12,"t19.5",19.3891666666667
"E...6",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...6",2026-03-13 11:33:13,"Pp","RFP100",13,"t19.5",19.3891666666667
"G...6",2026-03-13 11:33:13,"Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"H...6",2026-03-13 11:33:13,"M9","RFP100",23,"t19.5",19.3891666666667
"A...7",2026-03-13 11:33:13,"Bs","RFP100",31,"t19.5",19.3891666666667
"B...7",2026-03-13 11:33:13,"Bs+Soil","RFP100",26,"t19.5",19.3891666666667
"C...7",2026-03-13 11:33:13,"Soil","RFP100",22,"t19.5",19.3891666666667
"D...7",2026-03-13 11:33:13,"Bs+Pp","RFP100",13,"t19.5",19.3891666666667
"E...7",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"F...7",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...7",2026-03-13 11:33:13,"Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"H...7",2026-03-13 11:33:13,"M9","RFP100",21,"t19.5",19.3891666666667
"A...8",2026-03-13 11:33:13,"Bs","RFP100",35,"t19.5",19.3891666666667
"B...8",2026-03-13 11:33:13,"Bs+Soil","RFP100",25,"t19.5",19.3891666666667
"C...8",2026-03-13 11:33:13,"Soil","RFP100",24,"t19.5",19.3891666666667
"D...8",2026-03-13 11:33:13,"Bs+Pp","RFP100",12,"t19.5",19.3891666666667
"E...8",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"F...8",2026-03-13 11:33:13,"Pp","RFP100",11,"t19.5",19.3891666666667
"G...8",2026-03-13 11:33:13,"Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"H...8",2026-03-13 11:33:13,"M9","RFP100",23,"t19.5",19.3891666666667
"A...9",2026-03-13 11:33:13,"Bs","RFP100",32,"t19.5",19.3891666666667
"B...9",2026-03-13 11:33:13,"Bs+Soil","RFP100",23,"t19.5",19.3891666666667
"C...9",2026-03-13 11:33:13,"Soil","RFP100",20,"t19.5",19.3891666666667
"D...9",2026-03-13 11:33:13,"Bs+Pp","RFP100",12,"t19.5",19.3891666666667
"E...9",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...9",2026-03-13 11:33:13,"Pp","RFP100",11,"t19.5",19.3891666666667
"G...9",2026-03-13 11:33:13,"Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"H...9",2026-03-13 11:33:13,"M9","RFP100",23,"t19.5",19.3891666666667
"A...10",2026-03-13 11:33:13,"Bs","RFP100",32,"t19.5",19.3891666666667
"B...10",2026-03-13 11:33:13,"Bs+Soil","RFP100",26,"t19.5",19.3891666666667
"C...10",2026-03-13 11:33:13,"Soil","RFP100",22,"t19.5",19.3891666666667
"D...10",2026-03-13 11:33:13,"Bs+Pp","RFP100",13,"t19.5",19.3891666666667
"E...10",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"F...10",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...10",2026-03-13 11:33:13,"Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"H...10",2026-03-13 11:33:13,"M9","RFP100",21,"t19.5",19.3891666666667
"A...11",2026-03-13 11:33:13,"Bs","RFP100",31,"t19.5",19.3891666666667
"B...11",2026-03-13 11:33:13,"Bs+Soil","RFP100",25,"t19.5",19.3891666666667
"C...11",2026-03-13 11:33:13,"Soil","RFP100",24,"t19.5",19.3891666666667
"D...11",2026-03-13 11:33:13,"Bs+Pp","RFP100",12,"t19.5",19.3891666666667
"E...11",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",13,"t19.5",19.3891666666667
"F...11",2026-03-13 11:33:13,"Pp","RFP100",13,"t19.5",19.3891666666667
"G...11",2026-03-13 11:33:13,"Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"H...11",2026-03-13 11:33:13,"M9","RFP100",23,"t19.5",19.3891666666667
"A...12",2026-03-13 11:33:13,"Bs","RFP100",30,"t19.5",19.3891666666667
"B...12",2026-03-13 11:33:13,"Bs+Soil","RFP100",25,"t19.5",19.3891666666667
"C...12",2026-03-13 11:33:13,"Soil","RFP100",21,"t19.5",19.3891666666667
"D...12",2026-03-13 11:33:13,"Bs+Pp","RFP100",13,"t19.5",19.3891666666667
"E...12",2026-03-13 11:33:13,"Bs+Pp+Soil","RFP100",12,"t19.5",19.3891666666667
"F...12",2026-03-13 11:33:13,"Pp","RFP100",12,"t19.5",19.3891666666667
"G...12",2026-03-13 11:33:13,"Pp+Soil","RFP100",11,"t19.5",19.3891666666667
"H...12",2026-03-13 11:33:13,"M9","RFP100",22,"t19.5",19.3891666666667
